,greek_id,greek_word,gloss,sent_id,gorgias
1990,101680690,γὰρ,for,99,
1991,101680691,πρὸς,to,99,
1992,101680692,ὑμᾶς,you,99,
1993,101680693,τα-,the,99,
1994,101680694,τἀληθῆ,the true,99,
1995,101680695,λέγειν,to say,99,
1996,101680696,—,—,99,
1997,101680697,ἦ,or,99,
1998,101680698,μὴν,not,99,
1999,101680699,ἐγὼ,I,99,
2000,101680700,ἔπαθόν,experienced,99,
2001,101680701,τι,anything,99,
2002,101680702,τοιοῦτον,such,99,
2003,101680703,.,.,99,
2004,101680704,οἱ,the,100,
2005,101680705,μὲν,indeed,100,
2006,101680706,μάλιστα,most,100,
2007,101680707,εὐδοκιμοῦντες,being esteemed,100,
2008,101680708,ἔδοξάν,they seemed,100,
2009,101680709,μοι,me,100,
2010,101680710,ὀλίγου,scarcely,100,
2011,101680711,δεῖν,almost,100,
2012,101680712,τοῦ,of,100,
2013,101680713,πλείστου,most,100,
2014,101680714,ἐνδεεῖς,lacking,100,
2015,101680715,εἶναι,to be,100,
2016,101680716,ζητοῦντι,seeking,100,
2017,101680717,κατὰ,according to,100,
2018,101680718,τὸν,the,100,
2019,101680719,θεόν,god,100,
2020,101680720,",",",",100,
2021,101680721,ἄλλοι,others,100,
2022,101680722,δὲ,but,100,
2023,101680723,δοκοῦντες,appearing,100,
2024,101680724,φαυλότεροι,worse,100,
2025,101680725,ἐπιεικέστεροι,more moderate,100,
2026,101680726,εἶναι,to be,100,
2027,101680727,ἄνδρες,men,100,
2028,101680728,πρὸς,towards,100,
2029,101680729,τὸ,the,100,
2030,101680730,φρονίμως,wisely,100,
2031,101680731,ἔχειν,to be,100,
2032,101680732,.,.,100,
2033,101680733,δεῖ,must,101,
2034,101680734,δὴ,indeed,101,
2035,101680735,ὑμῖν,you,101,
2036,101680736,τὴν,the,101,
2037,101680737,ἐμὴν,my,101,
2038,101680738,πλάνην,wandering,101,
2039,101680739,ἐπιδεῖξαι,to demonstrate,101,
2040,101680740,ὥσπερ,just as,101,
2041,101680741,πόνους,toils,101,
2042,101680742,τινὰς,some,101,
2043,101680743,πονοῦντος,suffering,101,
2044,101680744,ἵνα,so that,101,
2045,101680745,μοι,to me,101,
2046,101680746,καὶ,and,101,
2047,101680747,ἀνέλεγκτος,unimpeachable,101,
2048,101680748,ἡ,the,101,
2049,101680749,μαντεία,oracle,101,
2050,101680750,γένοιτο,become,101,
2051,101680751,.,.,101,
2052,101680752,μετὰ,after,102,
2053,101680753,γὰρ,for,102,
2054,101680754,τοὺς,the,102,
2055,101680755,πολιτικοὺς,statesmen,102,
2056,101680756,ᾖα,I went,102,
2057,101680757,ἐπὶ,to,102,
2058,101680758,τοὺς,the,102,
2059,101680759,ποιητὰς,poets,102,
2060,101680760,τούς,the,102,
2061,101680761,τε,and,102,
2062,101680762,τῶν,of the,102,
2063,101680763,τραγῳδιῶν,tragedies,102,
2064,101680764,καὶ,and,102,
2065,101680765,τοὺς,the,102,
2066,101680766,τῶν,of the,102,
2067,101680767,διθυράμβων,dithyrambs,102,
2068,101680768,καὶ,and,102,
2069,101680769,τοὺς,the,102,
2070,101680770,ἄλλους,others,102,
2071,101680771,",",",",102,
2072,101680772,ὡς,as,102,
2073,101680773,ἐνταῦθα,here,102,
2074,101680774,ἐπ',upon,102,
2075,101680775,αὐτοφώρῳ,red-handed,102,
2076,101680776,καταληψόμενος,having caught,102,
2077,101680777,ἐμαυτὸν,myself,102,
2078,101680778,ἀμαθέστερον,more ignorant,102,
2079,101680779,ἐκείνων,of them,102,
2080,101680780,ὄντα,being,102,
2081,101680781,.,.,102,
2082,101680782,ἀναλαμβάνων,taking up,103,
2083,101680783,οὖν,therefore,103,
2084,101680784,αὐτῶν,their,103,
2085,101680785,τὰ,the,103,
2086,101680786,ποιήματα,poems,103,
2087,101680787,ἅ,which,103,
2088,101680788,μοι,to me,103,
2089,101680789,ἐδόκει,it seemed,103,
2090,101680790,μάλιστα,most,103,
2091,101680791,πεπραγματεῦσθαι,to have pursued,103,
2092,101680792,αὐτοῖς,them,103,
2093,101680793,",",",",103,
2094,101680794,διηρώτων,would ask,103,
2095,101680795,ἂν,would,103,
2096,101680796,αὐτοὺς,them,103,
2097,101680797,τί,what,103,
2098,101680798,λέγοιεν,were saying,103,
2099,101680799,",",",",103,
2100,101680800,ἵν’,in order that,103,
2101,101680801,ἅμα,at once,103,
2102,101680802,τι,something,103,
2103,101680803,καὶ,and,103,
2104,101680804,μανθάνοιμι,might learn,103,
2105,101680805,παρ’,from,103,
2106,101680806,αὐτῶν,them,103,
2107,101680807,.,.,103,
2108,101680808,αἰσχύνομαι,I am ashamed,104,
2109,101680809,οὖν,therefore,104,
2110,101680810,ὑμῖν,you,104,
2111,101680811,εἰπεῖν,to say,104,
2112,101680812,",",",",104,
2113,101680813,ὦ,O,104,
2114,101680814,ἄνδρες,men,104,
2115,101680815,",",",",104,
2116,101680816,τα-,the,104,
2117,101680817,τἀληθῆ,these truths,104,
2118,101680818,.,.,104,
2119,101680819,ὅμως,nevertheless,105,
2120,101680820,δὲ,but,105,
2121,101680821,ῥητέον,must be said,105,
2122,101680822,.,.,105,
2123,101680823,ὡς,as,106,
2124,101680824,ἔπος,word,106,
2125,101680825,γὰρ,for,106,
2126,101680826,εἰπεῖν,to say,106,
2127,101680827,ὀλίγου,a little,106,
2128,101680828,αὐτῶν,of them,106,
2129,101680829,ἅπαντες,all,106,
2130,101680830,οἱ,the,106,
2131,101680831,παρόντες,those present,106,
2132,101680832,ἂν,would,106,
2133,101680833,βέλτιον,better,106,
2134,101680834,ἔλεγον,would say,106,
2135,101680835,περὶ,about,106,
2136,101680836,ὧν,about which,106,
2137,101680837,αὐτοὶ,they,106,
2138,101680838,ἐπεποιήκεσαν,had made,106,
2139,101680839,.,.,106,
2140,101680840,ἔγνων,I realized,107,
2141,101680841,οὖν,therefore,107,
2142,101680842,αὖ,thus,107,
2143,101680843,καὶ,and,107,
2144,101680844,περὶ,about,107,
2145,101680845,τῶν,of the,107,
2146,101680846,ποιητῶν,poets,107,
2147,101680847,ἐν,in,107,
2148,101680848,ὀλίγῳ,a little,107,
2149,101680849,τοῦτο,this,107,
2150,101680850,",",",",107,
2151,101680851,ὅτι,that,107,
2152,101680852,οὐ,not,107,
2153,101680853,σοφίᾳ,wisdom,107,
2154,101680854,ποιοῖεν,made,107,
2155,101680855,ἃ,anything,107,
2156,101680856,ποιοῖεν,they made,107,
2157,101680857,",",",",107,
2158,101680858,ἀλλὰ,but,107,
2159,101680859,φύσει,by nature,107,
2160,101680860,τινὶ,some,107,
2161,101680861,καὶ,and,107,
2162,101680862,ἐνθουσιάζοντες,being inspired,107,
2163,101680863,ὥσπερ,just as,107,
2164,101680864,οἱ,the,107,
2165,101680865,θεομάντεις,diviners,107,
2166,101680866,καὶ,and,107,
2167,101680867,οἱ,the,107,
2168,101680868,χρησμῳδοί,oracle-reciters,107,
2169,101680869,.,.,107,
2170,101680870,καὶ,for,108,
2171,101680871,γὰρ,for,108,
2172,101680872,οὗτοι,these,108,
2173,101680873,λέγουσι,say,108,
2174,101680874,μὲν,indeed,108,
2175,101680875,πολλὰ,many things,108,
2176,101680876,καὶ,and,108,
2177,101680877,καλά,beautiful things,108,
2178,101680878,",",",",108,
2179,101680879,ἴσασιν,they know,108,
2180,101680880,δὲ,but,108,
2181,101680881,οὐδὲν,nothing,108,
2182,101680882,ὧν,what,108,
2183,101680883,λέγουσι,saying,108,
2184,101680884,.,.,108,
2185,101680885,τοιοῦτόν,such,109,
2186,101680886,τί,something,109,
2187,101680887,μοι,to me,109,
2188,101680888,ἐφάνησαν,appeared,109,
2189,101680889,πάθος,experience,109,
2190,101680890,καὶ,and,109,
2191,101680891,οἱ,the,109,
2192,101680892,ποιηταὶ,poets,109,
2193,101680893,πεπονθότες,having suffered,109,
2194,101680894,",",",",109,
2195,101680895,καὶ,and,109,
2196,101680896,ἅμα,at the same time,109,
2197,101680897,ᾐσθόμην,I perceived,109,
2198,101680898,αὐτῶν,of them,109,
2199,101680899,διὰ,because of,109,
2200,101680900,τὴν,the,109,
2201,101680901,ποίησιν,poetry,109,
2202,101680902,οἰομένων,thinking,109,
2203,101680903,καὶ,and,109,
2204,101680904,τα-,the,109,
2205,101680905,τἆλλα,other things,109,
2206,101680906,σοφωτάτων,of wisest,109,
2207,101680907,εἶναι,to be,109,
2208,101680908,ἀνθρώπων,of men,109,
2209,101680909,ἃ,which,109,
2210,101680910,οὐκ,not,109,
2211,101680911,ἦσαν,were,109,
2212,101680912,.,.,109,
2213,101680913,ἀπῇα,has passed,110,
2214,101680914,οὖν,therefore,110,
2215,101680915,καὶ,even,110,
2216,101680916,ἐντεῦθεν,from here,110,
2217,101680917,τῷ,the,110,
2218,101680918,αὐτῷ,himself,110,
2219,101680919,οἰόμενος,thinking,110,
2220,101680920,περιγεγονέναι,to have happened,110,
2221,101680921,ᾧπερ,as,110,
2222,101680922,καὶ,also,110,
2223,101680923,τῶν,of the,110,
2224,101680924,πολιτικῶν,of politicians,110,
2225,101680925,.,.,110,
2226,101680926,τελευτῶν,dying,111,
2227,101680927,οὖν,then,111,
2228,101680928,ἐπὶ,to,111,
2229,101680929,τοὺς,the,111,
2230,101680930,χειροτέχνας,craftsmen,111,
2231,101680931,ᾖα,was going,111,
2232,101680932,.,.,111,
2233,101680933,ἐμαυτῷ,to myself,112,
2234,101680934,γὰρ,for,112,
2235,101680935,συνῄδη,I know,112,
2236,101680936,οὐδὲν,nothing,112,
2237,101680937,ἐπισταμένῳ,knowing,112,
2238,101680938,ὡς,as,112,
2239,101680939,ἔπος,word,112,
2240,101680940,εἰπεῖν,to say,112,
2241,101680941,",",",",112,
2242,101680942,τούτους,these,112,
2243,101680943,δέ,but,112,
2244,101680944,γ',indeed,112,
2245,101680945,ᾔδη,already,112,
2246,101680946,ὅτι,that,112,
2247,101680947,εὑρήσοιμι,I might find,112,
2248,101680948,πολλὰ,many,112,
2249,101680949,καὶ,and,112,
2250,101680950,καλὰ,beautiful,112,
2251,101680951,ἐπισταμένους,knowing,112,
2252,101680952,.,.,112,
2253,101680953,καὶ,and,113,
2254,101680954,τούτου,of this,113,
2255,101680955,μὲν,indeed,113,
2256,101680956,οὐκ,not,113,
2257,101680957,ἐψεύσθην,I was deceived,113,
2258,101680958,",",",",113,
2259,101680959,ἀλλ’,but,113,
2260,101680960,ἠπίσταντο,they knew,113,
2261,101680961,ἃ,that,113,
2262,101680962,ἐγὼ,I,113,
2263,101680963,οὐκ,not,113,
2264,101680964,ἠπιστάμην,knew,113,
2265,101680965,καί,and,113,
2266,101680966,μου,of me,113,
2267,101680967,ταύτῃ,in this,113,
2268,101680968,σοφώτεροι,wiser,113,
2269,101680969,ἦσαν,were,113,
2270,101680970,.,.,113,
2271,101680971,ἀλλ’,But,114,
2272,101680972,",",",",114,
2273,101680973,ὦ,O,114,
2274,101680974,ἄνδρες,men,114,
2275,101680975,Ἀθηναῖοι,Athenians,114,
2276,101680976,",",",",114,
2277,101680977,τα-,the,114,
2278,101680978,ταὐτόν,the same,114,
2279,101680979,μοι,me,114,
2280,101680980,ἔδοξαν,seemed,114,
2281,101680981,ἔχειν,to have,114,
2282,101680982,ἁμάρτημα,mistake,114,
2283,101680983,ὅπερ,which,114,
2284,101680984,καὶ,and,114,
2285,101680985,οἱ,the,114,
2286,101680986,ποιηταὶ,poets,114,
2287,101680987,καὶ,and,114,
2288,101680988,οἱ,the,114,
2289,101680989,ἀγαθοὶ,good,114,
2290,101680990,δημιουργοί,craftsmen,114,
2291,101680991,—,—,114,
2292,101680992,διὰ,because of,114,
2293,101680993,τὸ,the,114,
2294,101680994,τὴν,the,114,
2295,101680995,τέχνην,art,114,
2296,101680996,καλῶς,well,114,
2297,101680997,ἐξεργάζεσθαι,to work out,114,
2298,101680998,ἕκαστος,each,114,
2299,101680999,ἠξίου,considered worthy,114,
2300,101681000,καὶ,and,114,
2301,101681001,τα-,the,114,
2302,101681002,τἆλλα,other things,114,
2303,101681003,τὰ,the,114,
2304,101681004,μέγιστα,the greatest,114,
2305,101681005,σοφώτατος,wisest,114,
2306,101681006,εἶναι,to be,114,
2307,101681007,—,—,114,
2308,101681008,καὶ,and,114,
2309,101681009,αὐτῶν,their,114,
2310,101681010,αὕτη,this,114,
2311,101681011,ἡ,the,114,
2312,101681012,πλημμέλεια,mistake,114,
2313,101681013,ἐκείνην,that,114,
2314,101681014,τὴν,the,114,
2315,101681015,σοφίαν,wisdom,114,
2316,101681016,ἀποκρύπτειν,to hide,114,
2317,101681017,.,.,114,
2318,101681018,ὥστε,so that,115,
2319,101681019,με,me,115,
2320,101681020,ἐμαυτὸν,myself,115,
2321,101681021,ἀνερωτᾶν,ask,115,
2322,101681022,ὑπὲρ,on behalf of,115,
2323,101681023,τοῦ,of the,115,
2324,101681024,χρησμοῦ,oracle,115,
2325,101681025,πότερα,which of the two,115,
2326,101681026,δεξαίμην,should I choose,115,
2327,101681027,ἂν,would,115,
2328,101681028,οὕτως,thus,115,
2329,101681029,ὥσπερ,just as,115,
2330,101681030,ἔχω,I have,115,
2331,101681031,ἔχειν,to have,115,
2332,101681032,",",",",115,
2333,101681033,μή,not,115,
2334,101681034,-τε,and,115,
2335,101681035,τι,any,115,
2336,101681036,σοφὸς,wise,115,
2337,101681037,ὢν,being,115,
2338,101681038,τὴν,the,115,
2339,101681039,ἐκείνων,their,115,
2340,101681040,σοφίαν,wisdom,115,
2341,101681041,μή,not,115,
2342,101681042,-τε,-and,115,
2343,101681043,ἀμαθὴς,ignorant,115,
2344,101681044,τὴν,the,115,
2345,101681045,ἀμαθίαν,ignorance,115,
2346,101681046,",",",",115,
2347,101681047,ἢ,or,115,
2348,101681048,ἀμφότερα,both,115,
2349,101681049,ἃ,which,115,
2350,101681050,ἐκεῖνοι,those,115,
2351,101681051,ἔχουσιν,they have,115,
2352,101681052,ἔχειν,to have,115,
2353,101681053,.,.,115,
2354,101681054,ἀπεκρινάμην,I answered,116,
2355,101681055,οὖν,therefore,116,
2356,101681056,ἐμαυτῷ,to myself,116,
2357,101681057,καὶ,and,116,
2358,101681058,τῷ,the,116,
2359,101681059,χρησμῷ,oracle,116,
2360,101681060,ὅτι,that,116,
2361,101681061,μοι,me,116,
2362,101681062,λυσιτελοῖ,it is profitable for me,116,
2363,101681063,ὥσπερ,just as,116,
2364,101681064,ἔχω,have,116,
2365,101681065,ἔχειν,to have,116,
2366,101681066,.,.,116,
2367,101681067,ἐκ,from,117,
2368,101681068,ταυτησὶ,this,117,
2369,101681069,δὴ,indeed,117,
2370,101681070,τῆς,of the,117,
2371,101681071,ἐξετάσεως,of examination,117,
2372,101681072,",",",",117,
2373,101681073,ὦ,O,117,
2374,101681074,ἄνδρες,men,117,
2375,101681075,Ἀθηναῖοι,Athenians,117,
2376,101681076,",",",",117,
2377,101681077,πολλαὶ,many,117,
2378,101681078,μὲν,indeed,117,
2379,101681079,ἀπέχθειαί,hostilities,117,
2380,101681080,μοι,to me,117,
2381,101681081,γεγόνασι,have come to be,117,
2382,101681082,καὶ,and,117,
2383,101681083,οἷαι,such,117,
2384,101681084,χαλεπώταται,most grievous,117,
2385,101681085,καὶ,and,117,
2386,101681086,βαρύταται,heaviest,117,
2387,101681087,",",",",117,
2388,101681088,ὥστε,so that,117,
2389,101681089,πολλὰς,many,117,
2390,101681090,διαβολὰς,slanders,117,
2391,101681091,ἀπ',from,117,
2392,101681092,αὐτῶν,them,117,
2393,101681093,γεγονέναι,to have occurred,117,
2394,101681094,",",",",117,
2395,101681095,ὄνομα,name,117,
2396,101681096,δὲ,but,117,
2397,101681097,τοῦτο,this,117,
2398,101681098,λέγεσθαι,to be called,117,
2399,101681099,",",",",117,
2400,101681100,σοφὸς,wise,117,
2401,101681101,εἶναι,to be,117,
2402,101681102,.,.,117,
2403,101681103,οἴονται,they think,118,
2404,101681104,γάρ,for,118,
2405,101681105,με,me,118,
2406,101681106,ἑκάστοτε,at each time,118,
2407,101681107,οἱ,the,118,
2408,101681108,παρόντες,those present,118,
2409,101681109,ταῦτα,these things,118,
2410,101681110,αὐτὸν,him,118,
2411,101681111,εἶναι,to be,118,
2412,101681112,σοφὸν,wise,118,
2413,101681113,ἃ,whom,118,
2414,101681114,ἂν,if,118,
2415,101681115,ἄλλον,another,118,
2416,101681116,ἐξελέγξω,expose,118,
2417,101681117,.,.,118,
2418,101681118,τὸ,the,119,
2419,101681119,δὲ,but,119,
2420,101681120,κινδυνεύει,it is likely,119,
2421,101681121,",",",",119,
2422,101681122,ὦ,O,119,
2423,101681123,ἄνδρες,men,119,
2424,101681124,",",",",119,
2425,101681125,τῷ,the,119,
2426,101681126,ὄντι,being,119,
2427,101681127,ὁ,the,119,
2428,101681128,θεὸς,god,119,
2429,101681129,σοφὸς,wise,119,
2430,101681130,εἶναι,to be,119,
2431,101681131,",",",",119,
2432,101681132,καὶ,and,119,
2433,101681133,ἐν,in,119,
2434,101681134,τῷ,the,119,
2435,101681135,χρησμῷ,oracle,119,
2436,101681136,τούτῳ,this,119,
2437,101681137,τοῦτο,this,119,
2438,101681138,λέγειν,to say,119,
2439,101681139,",",",",119,
2440,101681140,ὅτι,that,119,
2441,101681141,ἡ,the,119,
2442,101681142,ἀνθρωπίνη,human,119,
2443,101681143,σοφία,wisdom,119,
2444,101681144,ὀλίγου,of little,119,
2445,101681145,τινὸς,some,119,
2446,101681146,ἀξία,worth,119,
2447,101681147,ἐστὶν,is,119,
2448,101681148,καὶ,and,119,
2449,101681149,οὐδενός,of nothing,119,
2450,101681150,.,.,119,
2451,101681151,καὶ,and,120,
2452,101681152,φαίνεται,appears,120,
2453,101681153,τοῦτον,this,120,
2454,101681154,λέγειν,to say,120,
2455,101681155,τὸν,the,120,
2456,101681156,Σωκράτη,Socrates,120,
2457,101681157,",",",",120,
2458,101681158,προσκεχρῆσθαι,to have used,120,
2459,101681159,δὲ,and,120,
2460,101681160,τῷ,the,120,
2461,101681161,ἐμῷ,my,120,
2462,101681162,ὀνόματι,name,120,
2463,101681163,",",",",120,
2464,101681164,ἐμὲ,me,120,
2465,101681165,παράδειγμα,example,120,
2466,101681166,ποιούμενος,using,120,
2467,101681167,",",",",120,
2468,101681168,ὥσπερ,just as,120,
2469,101681169,ἂν,an,120,
2470,101681170,εἰ,if,120,
2471,101681171,εἴποι,would say,120,
2472,101681172,ὅτι,that,120,
2473,101681173, , ,120,
2474,101681174,οὗτος,this,120,
2475,101681175,ὑμῶν,of you,120,
2476,101681176,",",",",120,
2477,101681177,ὦ,O,120,
2478,101681178,ἄνθρωποι,men,120,
2479,101681179,",",",",120,
2480,101681180,σοφώτατός,wisest,120,
2481,101681181,ἐστιν,is,120,
2482,101681182,",",",",120,
2483,101681183,ὅστις,the one who,120,
2484,101681184,ὥσπερ,just as,120,
2485,101681185,Σωκράτης,Socrates,120,
2486,101681186,ἔγνωκεν,has recognized,120,
2487,101681187,ὅτι,that,120,
2488,101681188,οὐδενὸς,of no one,120,
2489,101681189,ἄξιός,worthy,120,
2490,101681190,ἐστι,is,120,
2491,101681191,τῇ,the,120,
2492,101681192,ἀληθείᾳ,truth,120,
2493,101681193,πρὸς,towards,120,
2494,101681194,σοφίαν,wisdom,120,
2495,101681195, , ,120,
2496,101681196,.,.,120,
2497,101681197,ταῦτ’,this,121,
2498,101681198,οὖν,then,121,
2499,101681199,ἐγὼ,I,121,
2500,101681200,μὲν,indeed,121,
2501,101681201,ἔτι,still,121,
2502,101681202,καὶ,and,121,
2503,101681198,νῦν,now,121,
2504,101681204,περιιὼν,going around,121,
2505,101681205,ζητῶ,seek,121,
2506,101681206,καὶ,and,121,
2507,101681207,ἐρευνῶ,investigate,121,
2508,101681208,κατὰ,according to,121,
2509,101681209,τὸν,the,121,
2510,101681210,θεὸν,god,121,
2511,101681211,καὶ,and,121,
2512,101681212,τῶν,of the,121,
2513,101681213,ἀστῶν,citizens,121,
2514,101681214,καὶ,and,121,
2515,101681215,ξένων,of foreigners,121,
2516,101681216,ἄν,if,121,
2517,101681217,τινα,any,121,
2518,101681218,οἴωμαι,I think,121,
2519,101681219,σοφὸν,wise,121,
2520,101681220,εἶναι,to be,121,
2521,101681221,.,.,121,
2522,101681222,καὶ,and,122,
2523,101681223,ἐπειδάν,whenever,122,
2524,101681224,μοι,me,122,
2525,101681225,μὴ,not,122,
2526,101681226,δοκῇ,it seems,122,
2527,101681227,",",",",122,
2528,101681228,τῷ,the,122,
2529,101681229,θεῷ,the god,122,
2530,101681230,βοηθῶν,helping,122,
2531,101681231,ἐνδείκνυμαι,I show,122,
2532,101681232,ὅτι,that,122,
2533,101681233,οὐκ,not,122,
2534,101681234,ἔστι,is,122,
2535,101681235,σοφός,wise,122,
2536,101681236,.,.,122,
2537,101681237,καὶ,and,123,
2538,101681238,ὑπὸ,from,123,
2539,101681239,ταύτης,this,123,
2540,101681240,τῆς,of the,123,
2541,101681241,ἀσχολίας,occupation,123,
2542,101681242,οὔ,not,123,
2543,101681243,-τε,-and,123,
2544,101681244,τι,anything,123,
2545,101681245,τῶν,of the,123,
2546,101681246,τῆς,of the,123,
2547,101681247,πόλεως,of the city,123,
2548,101681248,πρᾶξαί,to do,123,
2549,101681249,μοι,to me,123,
2550,101681250,σχολὴ,leisure,123,
2551,101681251,γέγονεν,has happened,123,
2552,101681252,ἄξιον,worthy,123,
2553,101681253,λόγου,worthy of mention,123,
2554,101681254,οὔ,not,123,
2555,101681255,-τε,and,123,
2556,101681256,τῶν,of the,123,
2557,101681257,οἰκείων,of my own affairs,123,
2558,101681258,",",",",123,
2559,101681259,ἀλλ’,but,123,
2560,101681260,ἐν,in,123,
2561,101681261,πενίᾳ,poverty,123,
2562,101681262,μυρίᾳ,countless,123,
2563,101681263,εἰμὶ,am,123,
2564,101681264,διὰ,because of,123,
2565,101681265,τὴν,the,123,
2566,101681266,τοῦ,of the,123,
2567,101681267,θεοῦ,of the god,123,
2568,101681268,λατρείαν,service,123,
2569,101681269,.,.,123,
2570,101681270,πρὸς,in addition,124,
2571,101681271,δὲ,but,124,
2572,101681272,τούτοις,these,124,
2573,101681273,οἱ,the,124,
2574,101681274,νέοι,young men,124,
2575,101681275,μοι,me,124,
2576,101681276,ἐπακολουθοῦντες,following,124,
2577,101681277,—,—,124,
2578,101681278,οἷς,to whom,124,
2579,101681279,μάλιστα,especially,124,
2580,101681280,σχολή,leisure,124,
2581,101681281,ἐστιν,is,124,
2582,101681282,",",",",124,
2583,101681283,οἱ,the,124,
2584,101681284,τῶν,of the,124,
2585,101681285,πλουσιωτάτων,richest,124,
2586,101681286,—,—,124,
2587,101681287,αὐτόματοι,spontaneously,124,
2588,101681288,",",",",124,
2589,101681289,χαίρουσιν,rejoice,124,
2590,101681290,ἀκούοντες,listening,124,
2591,101681291,ἐξεταζομένων,being examined,124,
2592,101681292,τῶν,of the,124,
2593,101681293,ἀνθρώπων,of men,124,
2594,101681294,",",",",124,
2595,101681295,καὶ,and,124,
2596,101681296,αὐτοὶ,they,124,
2597,101681297,πολλάκις,often,124,
2598,101681298,ἐμὲ,me,124,
2599,101681299,μιμοῦνται,imitate,124,
2600,101681300,",",",",124,
2601,101681301,εἶτα,then,124,
2602,101681302,ἐπιχειροῦσιν,attempt,124,
2603,101681303,ἄλλους,others,124,
2604,101681304,ἐξετάζειν,to examine,124,
2605,101681305,.,.,124,
2606,101681306,κα-,and,125,
2607,101681307,κἄπειτα,and then,125,
2608,101681308,οἶμαι,I think,125,
2609,101681309,εὑρίσκουσι,they find,125,
2610,101681310,πολλὴν,much,125,
2611,101681311,ἀφθονίαν,abundance,125,
2612,101681312,οἰομένων,thinking,125,
2613,101681313,μὲν,on the one hand,125,
2614,101681314,εἰδέναι,to know,125,
2615,101681315,τι,something,125,
2616,101681316,ἀνθρώπων,of men,125,
2617,101681317,",",",",125,
2618,101681318,εἰδότων,knowing,125,
2619,101681319,δὲ,but,125,
2620,101681320,ὀλίγα,few,125,
2621,101681321,ἢ,or,125,
2622,101681322,οὐδέν,nothing,125,
2623,101681323,.,.,125,
2624,101681324,ἐντεῦθεν,therefore,126,
2625,101681325,οὖν,then,126,
2626,101681326,οἱ,those,126,
2627,101681327,ὑπ',by,126,
2628,101681328,αὐτῶν,them,126,
2629,101681329,ἐξεταζόμενοι,examined,126,
2630,101681330,ἐμοὶ,to me,126,
2631,101681331,ὀργίζονται,are angry,126,
2632,101681332,",",",",126,
2633,101681333,οὐχ,not,126,
2634,101681334,αὑτοῖς,themselves,126,
2635,101681335,",",",",126,
2636,101681336,καὶ,and,126,
2637,101681337,λέγουσιν,say,126,
2638,101681338,ὡς,that,126,
2639,101681339,Σωκράτης,Socrates,126,
2640,101681340,τίς,someone,126,
2641,101681341,ἐστι,is,126,
2642,101681342,μιαρώτατος,most vile,126,
2643,101681343,καὶ,and,126,
2644,101681344,διαφθείρει,corrupts,126,
2645,101681345,τοὺς,the,126,
2646,101681346,νέους,young men,126,
2647,101681347,.,.,126,
2648,101681348,καὶ,and,127,
2649,101681349,ἐπειδάν,whenever,127,
2650,101681350,τις,someone,127,
2651,101681351,αὐτοὺς,them,127,
2652,101681352,ἐρωτᾷ,asks,127,
2653,101681353,ὅτι,what,127,
2654,101681354,ποιῶν,doing,127,
2655,101681355,καὶ,and,127,
2656,101681356,ὅτι,what,127,
2657,101681357,διδάσκων,teaching,127,
2658,101681358,",",",",127,
2659,101681359,ἔχουσι,have,127,
2660,101681360,μὲν,indeed,127,
2661,101681361,οὐδὲν,nothing,127,
2662,101681362,εἰπεῖν,to say,127,
2663,101681363,ἀλλ',but,127,
2664,101681364,ἀγνοοῦσιν,they do not know,127,
2665,101681365,",",",",127,
2666,101681366,ἵνα,in order that,127,
2667,101681367,δὲ,but,127,
2668,101681368,μὴ,not,127,
2669,101681369,δοκῶσιν,they seem,127,
2670,101681370,ἀπορεῖν,to be at a loss,127,
2671,101681371,",",",",127,
2672,101681372,τὰ,the,127,
2673,101681373,κατὰ,regarding,127,
2674,101681374,πάντων,of all,127,
2675,101681375,τῶν,of the,127,
2676,101681376,φιλοσοφούντων,of philosophers,127,
2677,101681377,πρόχειρα,readily available,127,
2678,101681378,ταῦτα,these,127,
2679,101681379,λέγουσιν,they say,127,
2680,101681380,",",",",127,
2681,101681381,ὅτι,that,127,
2682,101681382,,,127,
2683,101681383,τὰ,the,127,
2684,101681384,μετέωρα,celestial,127,
2685,101681385,καὶ,and,127,
2686,101681386,τὰ,the,127,
2687,101681387,ὑπὸ,under,127,
2688,101681388,γῆς,of the earth,127,
2689,101681389, , ,127,
2690,101681390,καὶ,and,127,
2691,101681391,,,127,
2692,101681392,θεοὺς,gods,127,
2693,101681393,μὴ,not,127,
2694,101681394,νομίζειν,to believe,127,
2695,101681395, , ,127,
2696,101681396,καὶ,and,127,
2697,101681397,,,127,
2698,101681398,τὸν,the,127,
2699,101681399,ἥττω,weaker,127,
2700,101681400,λόγον,argument,127,
2701,101681401,κρείττω,stronger,127,
2702,101681402,ποιεῖν,to make,127,
2703,101681403, , ,127,
2704,101681404,.,.,127,
2705,101681405,τὰ,the,128,
2706,101681406,γὰρ,for,128,
2707,101681407,ἀληθῆ,true things,128,
2708,101681408,οἴομαι,I think,128,
2709,101681409,οὐκ,not,128,
2710,101681410,ἂν,would,128,
2711,101681411,ἐθέλοιεν,would wish,128,
2712,101681412,λέγειν,to say,128,
2713,101681413,",",",",128,
2714,101681414,ὅτι,that,128,
2715,101681415,κατάδηλοι,clearly,128,
2716,101681416,γίγνονται,become,128,
2717,101681417,προσποιούμενοι,pretending,128,
2718,101681418,μὲν,indeed,128,
2719,101681419,εἰδέναι,to know,128,
2720,101681420,",",",",128,
2721,101681421,εἰδότες,knowing,128,
2722,101681422,δὲ,but,128,
