,translation,notes,sent_id
145,"For the god, having welcomed much prosperity, overturned it root and branch.","The sentence employs the aorist participle 'ὑποδέξας' (having welcomed/received) to express an action anterior to the main verb 'ἀνέτρεψε' (overturned), indicating a causal sequence: first the reception of good fortune, then its destruction. The adjective 'προρρίζους' (rooted, uprooted) functions adverbially to intensify the verb, creating a vivid image of total destruction, equivalent to the English idiom 'root and branch' or 'up to the roots.' The particle 'γὰρ' provides a causal explanation for a preceding statement, while 'δὴ' adds a sense of emphasis or confirmation ('truly' or 'indeed'). The phrase 'πολλοῖσι... ὄλβον' utilizes the dative of the participle 'ὑποδέξας' to denote the object of the welcoming, though the gloss indicates 'πολλοῖσι' is the object of the participle in a dative plural form, suggesting 'much prosperity' is conceptualized here with a dative sense or the parsing reflects a specific construction where the dative indicates the sphere or extent of the prosperity received. The syntax highlights the volatility of human fortune, a common theme in ancient thought, where divine favor can be swiftly withdrawn.",145
146,"Saying these things, he did not grant [Cyrus] any favor, nor, having paid attention to not a single word of his, did he send him away; judging him very foolish, because he had let go of the present goods, he ordered him to look upon the end of all his wealth.","The sentence employs a complex structure featuring a main clause with two coordinated negative predicates ('οὐκ ἔχαριζο, οὐδὲ... ἀπέπεμπτο') linked by the correlative conjunction 'οὐ... οὐδέτε' (here appearing as 'οὐ... οὐτε... οὐδέ'). The participle 'λεγών' (saying) sets the scene for the main action. The phrase 'λογῳ μιν ποιησάμενος' is an idiomatic expression meaning 'having made a word of him' or 'having paid him any heed,' where 'ποιεῖν λόγον' functions as a set phrase for giving consideration. The use of 'καρτα' (very) intensifies the adjective 'ἀμαθές' (foolish/ignorant). The relative clause introduced by 'ὅς' (who) provides the causal reasoning for Croesus's judgment: his failure to appreciate 'τὰ παρόντα ἀγαθά' (the present goods/blessings) is equated with a lack of foresight regarding his ultimate fate. The syntax highlights the thematic contrast between immediate, tangible goods and the inevitable 'τελευτή' (end/death), a common motif in Herodotean moralizing. The sentence demonstrates a sophisticated use of participial phrases ('λεγών', 'ποιησάμενος', 'δόξας', 'μεθείς') to layer the narrative with simultaneous actions and causal relationships.",146
147,"But when the rule of Astyages, son of Cyaxares, had been overthrown by Cyrus, son of Cambyses, and the affairs of the Persians were growing, this brought Croesus to an end of his mourning, but he fell into anxiety, whether he could, before the Persians became great, seize upon their increasing power.","The sentence opens with a temporal clause introduced by 'μετά' (after/when) followed by a perfect passive participle 'καταιρεθείσα' (having been overthrown), establishing the historical context. The main narrative is driven by a pair of aorist active verbs, 'ἀπέπαυσε' (he brought to an end) and 'ἐνέβησε' (he entered), coordinated by 'μέν...δέ' (on the one hand...on the other), creating a clear contrast between the cessation of grief and the onset of political anxiety. The phrase 'πρὶν μεγάλοις γενέσθαι τοὺς Πέρσας' (before the Persians became great) introduces a temporal restriction on the subject's intent. The construction 'εἴ πως δύναιτο' (whether somehow he could) utilizes an optative mood in a subordinate clause of indirect question, expressing Croesus's deliberation and uncertainty. The syntax culminates in a final clause with the infinitive 'καταλαβεῖν' (to seize) dependent on 'δύναιτο', illustrating a classic 'power before rise' dynamic where the subject seeks to act preemptively against an adversary's growing strength. The use of the participle 'αὐξανομένην' (increasing) modifying 'δύναμιν' (power) emphasizes the continuous, threatening nature of the Persian expansion.",147
148,"After this, immediately he tested these oracles: those in Greece and those in Libya, sending others to each, some to go to Delphi, others to Abae of the Phocians, and others to Dodona.","The sentence employs a clear anaphoric structure in the final clause using the correlative pair μέν... δέ (men... de) to enumerate the three distinct destinations to which the envoys were sent. The construction διαπεμψας αλλους αλλη, τους μεν... τους δε... (sending others to each, some... others...), creates a rhythmic listing that emphasizes the comprehensiveness of the king's inquiry. The phrase 'those in Greece and those in Libya' (τῶν τε ἐν Ἑλλησὶ καὶ τῶν ἐν Λιβύῃ) establishes a geographical contrast between the Greek world and the African continent, a common dichotomy in ancient Greek geographical thought. The specific mention of Abae of the Phocians alongside the more famous Delphi and Dodona highlights the widespread nature of oracular consultation in the ancient Mediterranean. The adverb αὐτίκα (immediately) underscores the urgency of the king's decision following his deliberation (διάνοιαν).",148
149,"But some were sent to Amphiarus and to Trophonius, while others [were sent] to the Milesians at Branchidae.","The sentence employs a clear chiastic structure through the repetition of the relative pronoun and particle 'οἱ δέ' (some... others), which serves to contrast two distinct groups of people and their respective destinations. The verb 'ἐπέμποντο' is in the imperfect passive indicative, indicating a continuous or habitual action in the past. The preposition 'παρά' with the accusative case ('παρά ... Ἀμφιάρεων', 'παρά ... Τροφώνιον') denotes movement 'to' or 'toward' a person, here referring to the famous oracular shrines of Amphiarus and Trophonius. In contrast, the phrase 'τη̂ς Μιλησίων εἰς Βραγχίδας' uses the genitive 'Μιλησίων' (Milesians) to specify the group associated with the location, and the preposition 'εἰς' (into/toward) with the accusative plural 'Βραγχίδας' (Branchidae) points to the sanctuary of Apollo at Branchidae, near Miletus. The asyndeton between the two clauses is marked by the comma and the contrasting 'δέ', highlighting the distribution of the sent individuals. The term 'Branchidae' refers to the hereditary priests of Apollo at the sanctuary, often associated with the Milesians.",149
150,"So now, Croesus sent these Greek oracles back, seeking further guidance.","The sentence employs the particle combination 'μέν ...' (μέν here is part of the discourse particle 'μέν νυν' indicating a transition or summary) to mark the conclusion of a previous narrative segment and the transition to a new action. The participle 'μαντευόμενος' (seeking guidance/oraculating) is a present middle participle functioning adverbially, indicating the purpose or accompanying circumstance of the main verb 'απέπεμψε' (sent back). The verb 'απέπεμψε' implies a sending away or returning, often used when an oracle is sent back to its source for further consultation. The term 'μαντήια' (oracles) refers to the written responses from the Delphic oracle, which were treated as sacred documents. The phrase 'ταῦτα ... τὰ Ἑλληνικὰ μαντήια' emphasizes the specific oracles in question, distinguishing them from other types of divination. The syntax reflects Herodotus's characteristic style of combining historical narrative with religious and ritualistic elements, highlighting the interaction between human agency and divine will.",150
151,"And beyond Ammon in Libya, he sent others to consult [the oracle].","The sentence features the connective particle δέ (de), which indicates a continuation of the narrative sequence rather than a strict adversative contrast. The preposition παρά (para) with the accusative Ἄμμωνα (Ammon) denotes spatial extension 'beyond' or 'on the far side of' the sanctuary of Ammon, a significant oracle located in the Siwa Oasis within the Libyan Desert. The verb ἀπέστελλε (apostelle) is an imperfect indicative, suggesting an ongoing or repeated action in the past narrative context. The construction utilizes a double accusative: ἄλλους (others) serves as the direct object of the sending, while the future participle χρησομένους (chrēsomenous), derived from χράομαι (to consult an oracle, often with the dative of the deity implied), functions as an accusative of respect or purpose, specifying the role of those sent. This usage of the participle with ἀποστέλλω is a standard construction for indicating the mission of the emissary. The omission of the specific deity in the participle is typical, as the context of 'Ammon' and 'Libya' implies consultation of the god Ammon-Zeus.",151
152,"He sent them again, testing the oracles to see what they were thinking, with the intention that if they were found to be thinking the truth, he would attempt to march against the Persians.","The sentence employs a complex structure combining a main action with multiple subordinate clauses to express purpose, indirect question, and conditional logic. The participle πειρωμένος (testing/probing) functions adverbially to modify διεπέμπε (he sent), indicating the manner or purpose of the sending. The phrase ὅ τι φρονέοιεν is an indirect question in the optative mood, dependent on the act of testing, asking what the oracles were 'thinking' or 'intending.' The clause introduced by ὡς (with the sense of 'in order that' or 'so that') contains a future passive participle εὑρεθείη (if he were found) and a periphrastic construction φρονέοντα εὑρεθείη, emphasizing the state of being found to be correct. The final infinitive εἰπεχείρει ἐπιχειρεῖν ἐπὶ Πέρσας στρατεύεσθαι (to attempt to march against the Persians) is governed by εἰ (if) and expresses the intended consequence of the oracles' correctness. The repetition of the root φρον- (to think/intend) in φρονέοιεν and φρονέοντα creates a subtle lexical link between the oracles' state and the king's perception of them. The use of the middle voice in ἐπειράται (he tested/attempted) highlights the personal involvement of the subject in the action of probing the divine will.",152
153,"Having given these instructions to the Lydians, he sent them to test the oracles: starting from whichever day they depart from Sardis, they are to count the remaining time from that day and consult the oracles for one hundred days, while asking whatever King Croesus son of Alyattes of the Lydians happens to be doing.","This sentence exemplifies the use of a perfect participle (ἐντεῖλαμενος) to indicate an action completed prior to the main verb, establishing the sequence of events. The syntax features a complex indirect question embedded within the purpose clause (ἵνα/εἰς τὴν διαπείραν), introduced by the relative pronoun ἧς (genitive of time) and the particle ἄν, which creates a future-in-the-past conditional sense ('whichever day they may depart'). The phrase εἰς τὴν διαπείραν τῶν χρηστηρίων (to the testing/experiment of the oracles) highlights the empirical and skeptical approach often attributed to Croesus in Herodotus, who seeks to verify the reliability of oracles across different cultures. The instruction to count for exactly one hundred days (ἑκατοστὴν ἡμέραν) suggests a specific period of trial. The final participial phrase (ἐπερωτῶντας... τυγχάνει) uses the genitive absolute construction logic within the participle to frame the specific question posed to the oracles regarding the king's current activity. Stylistically, the sentence demonstrates Herodotus's characteristic use of extended periodic sentences with multiple layers of subordination (relative clauses, participial phrases, and indirect questions) to convey detailed procedural instructions.",153
154,"And whatever each of the oracles may decree, they are to bring back to him in writing.","This sentence illustrates a classic gnomic or generalizing construction using the indefinite relative pronoun ὅσσα (neuter plural of ὅστις) combined with the particle ἄν and the present subjunctive θεσπίση. This structure (ὅσσα ἄν... θεσπίση) creates a timeless, conditional meaning equivalent to 'whatever... may decree.' The verb θεσπίζω (to decree, pronounce an oracle) carries specific religious connotations regarding the pronouncement of divine will. The main clause employs an aorist participle, συγγραφάμενους (having written down), which functions as a temporal or modal modifier to the infinitive ἀναφέρειν (to bring). The participle is in the accusative plural masculine to agree with an implied subject (likely 'messengers' or 'envoys' understood from the context of the larger passage). The preposition παρά (παρ') with the accusative of the reflexive pronoun ἑαυτὸν (here ἑωυτόν) indicates direction towards the person, 'to him.' The syntax is concise, utilizing asyndeton (lack of conjunctions) between the relative clause and the main clause, a common feature in Herodotean prose that lends a rapid, authoritative tone to the instruction.",154
155,"As for the rest of the oracles that were pronounced, they are not mentioned by anyone.","The sentence utilizes a relative clause introduced by 'ὅ τι' (what/that which), which functions as the subject of the passive main verb 'λέγεται' (it is said/mentioned). The particle 'μέν' sets up a contrastive expectation, implying that a subsequent clause (introduced by 'δέ') will address a different aspect, likely the specific oracles that *are* recorded. The phrase 'πρὸς οὐδαμῶν' is an idiomatic expression meaning 'by anyone' or 'from any source,' emphasizing the total absence of testimony regarding these specific oracles. The use of the passive voice ('λέγεται') with an indefinite agent ('by anyone') highlights the obscurity of the subject matter. Stylistically, the sentence employs a clear subject-verb structure within a relative clause to establish the scope of the missing information before the main predicate asserts its non-existence in the record.",155
156,"And when the Lydians had entered most quickly into the great hall at Delphi, using the god and asking the oracle what had been commanded, the Pythia spoke the following in hexameter verse.","The sentence begins with the connective particle 'δέ' (and/but), which is frequently used in Herodotus to maintain narrative continuity. The phrase 'χρησόμενοι τῷ θεῷ' uses a future middle participle meaning 'about to consult' or 'consulting,' a standard construction for seeking oracles. The verb 'ἐπερωτῶν' (asking) is in the imperfect tense, indicating an ongoing action of inquiry. The object 'τὸ ἐντελόμενον' is a neuter singular participle used as a substantive, meaning 'the thing commanded' or 'the oracle's command.' The description of the Pythia speaking 'ἐν ἑξαμέτρῳ τόνῳ' (in hexameter tone/verse) highlights the specific metrical form of the Delphic oracle, which was traditionally composed in dactylic hexameter, a stylistic feature of significant religious and literary importance in ancient Greece. The sentence employs a temporal clause ('ὡς' + aorist indicative) followed by the main clause, a common narrative structure in Attic and Ionic prose.",156
157,"I know the number of the sand and the measures of the sea, and I understand the silent, and I hear without a speaker.","This sentence employs a series of paradoxes that highlight the limits of human knowledge while simultaneously asserting a specific, perhaps prophetic, insight. The phrase 'the number of the sand' (τὸν ἄριθμον ψάμμου) and 'the measures of the sea' (τὰ μέτρα θαλάσσης) are idiomatic expressions in ancient Greek literature denoting things that are countless and immeasurable, respectively. By claiming to know these, the speaker uses hyperbole to assert omniscience. The syntax features a chiastic arrangement in the second half of the sentence: 'I understand the silent' (κωφοῦ συνίημι) and 'I hear without a speaker' (οὐ φωνέοντος ἀκούω). This juxtaposition of 'silent' and 'hearing without speaking' creates a striking oxymoron, emphasizing the ability to perceive the imperceptible. The use of the particle τε (τ') with ψάμμου and the repeated conjunction καί (and) creates a rhythmic, accumulative effect typical of Herodotean oracles or prophetic declarations.",157
158,"A smell came to my mind of a tough tortoise being cooked in bronze together with lamb chops: bronze is underneath, and bronze is on top.","The sentence features a vivid sensory description where the abstract concept of 'mind' (φρένας) receives the concrete experience of 'smell' (ὀσμή), a common metonymy in Ancient Greek where the seat of thought or feeling is the location of perception. The phrase 'tough tortoise' (κραταιρινοῖο χελώνης) uses a rare adjective emphasizing the hardness or toughness of the animal's shell. The cooking scene is depicted through the participle 'being cooked' (ἐψομένης) and the preposition 'with' (ἀμά) indicating the simultaneous preparation of the tortoise and the meat. The final clause employs a striking chiasmus with the repetition of 'bronze' (χάλκος/χάλκον) and the contrastive particles 'on the one hand' (μέν) and 'on the other hand' (δέ), emphasizing the complete enclosure of the food within the bronze pot. This structure creates a rhythmic balance that mirrors the physical containment described. The sentence also uses the aorist indicative (ἦλθε) for the arrival of the smell and the perfect passive indicative (ὑπέρστρωται) for the state of the pot, highlighting the completed action and resulting state.",158
159,"Having learned that the Pythia had proclaimed these things, the Lydians departed, going back to Sardis.","This sentence employs two aorist participles in the masculine plural nominative (θεσπισάσης, συγγραψάμενοι) to describe actions completed prior to the main verb (οἰχόμενοι), a common narrative device in Herodotus to compress background information. The first participle (θεσπισάσης) is genitive absolute in function, though syntactically it modifies the subject of the main clause; however, the construction 'having learned that [X] happened' is implied by the context of the participle θεσπισάσης (aorist active participle) modifying the subject Λυδοι (Lydians) who are the ones who learned. The verb συγγραψάμενοι (aorist middle participle of συγγράφω) here carries the sense of 'having ascertained' or 'having received a written account' of the oracle, reflecting the formal process by which Delphic pronouncements were often recorded and transmitted. The repetition of motion verbs (ἀπιόντες and οἰχόμενοι) creates a slight pleonasm that emphasizes the journey's completion and directionality. The use of the proper noun Πυθία (Pythia) without a definite article is typical in Herodotus when referring to the office or the specific individual in a general sense. The phrase εἰς τὰς Σάρδις indicates a return to a specific, well-known location, the capital of Lydia, which is contextually significant as the seat of the Lydian kings who sought the oracle.",159
160,"And when the others who had been sent around also arrived, carrying the oracles, then Croesus, unfolding each item, examined the writings; of these, however, he accepted none.","The sentence utilizes a temporal clause introduced by 'ὡς δέ' (when, however) to set the scene for the main action. The participle 'περιπεμφθέντες' (having been sent around/around) modifies 'ἄλλοι' (others), referring to the messengers sent by Croesus to various oracles to verify his fame. The verb 'παρέησαν' (arrived/were present) is used with the present active participle 'φέροντες' (carrying) to indicate the manner of their arrival. The main clause features the subject 'Κροῖσος' (Croesus) with the present active participle 'ἀναπτύσσων' (unfolding), likely referring to the physical unrolling of written scrolls to read the oracles. The verb 'ἐπόρα' (examined/inspected) is the main predicate of this clause. The final segment employs a chiastic or contrasting structure with 'τῶν μὲν δή' (of these, indeed) followed by 'οὐδὲν' (none) and the verb 'προσῄετο' (he accepted/allowed), emphasizing the total rejection of the oracles' content. The use of 'μιν' (him) as the object of 'προσῄετο' is a Doric or poetic form of 'αὐτόν', common in Herodotus, referring back to the oracles or the messages they contained. The phrase 'συγγραμμάτων' (writings/inscriptions) refers to the written records of the oracles.",160
161,"But when he heard what came from Delphi, he immediately prayed and welcomed it, thinking that the oracle at Delphi was the only one, because he had discovered that he himself had done what he had done.","The sentence features a temporal clause introduced by ὡς ('when') followed by an aorist indicative (ἤκουσε), setting the scene for the main actions. The main verbs προσευχέτο ('he prayed') and προσεδέξατο ('he welcomed/received') are connected by the enclitic τε...καί ('both...and'), a common pairing in Herodotus to link two sequential or related actions, here emphasizing the immediacy (αὐτίκα) of the king's response. The participle νομίσας ('thinking') introduces a causal explanation for his attitude, governed by the content clause introduced by ὅτι ('that'). The clause contains a reflexive intensifier αὐτός ('himself') emphasizing personal agency, while the perfect tense εὑρηκεε ('he has found/discovered') indicates a state resulting from a past action. The repetition of the root ποιε- in εὑρηκεε and ἐποίησε creates a rhetorical effect highlighting the self-referential nature of the realization: the king recognizes that his own actions have led to this outcome. The sentence structure moves from external perception to internal conviction, reflecting a moment of recognition typical in Herodotean narrative where characters realize the fulfillment of oracles through their own deeds.",161
162,"For after he had sent the prophetic men to the oracle, observing the critical days, he devised the following scheme.","The sentence begins with ἐπείτε γὰρ δὲ, a common Herodotean construction where the causal particle γάρ is strengthened by the adverbial δέ and the temporal ἐπείτε to mark a transition in the narrative logic, explaining the motivation for the main action. The verb διέπεμψε (aorist active indicative of διαπεμπω) is strengthened by the preposition παρά (meaning 'to' or 'towards' in this context of sending to a destination) combined with the accusative plural χρηστήρια (oracles). The participle φυλάξας (aorist active participle of φυλάσσω) governs the accusative feminine singular adjective κυρίην (critical, decisive) and the genitive plural ἠμερέων (days), forming a temporal clause meaning 'having observed the critical days.' The term θεοπρόπους refers to individuals specializing in divination, specifically those who interpret divine signs. The main verb ἐμηχανάτο (imperfect middle of μηχανάομαι) implies careful planning or devising, followed by τοιάδε (such things), which serves as a prolepsis pointing forward to the specific stratagem that follows in the narrative. The syntax demonstrates Herodotus's characteristic use of participial phrases to pack temporal and causal information into a single clause before the main narrative action.",162
163,"Having considered that it was impossible to discover and devise [a way] to do this, he cut up a tortoise and a lamb together and cooked them himself in a bronze cauldron, placing a bronze lid on top.","This sentence features a complex narrative structure driven by a series of participles (ἐπινοήσας, κατακόψας, ἐπιθείς) that establish a sequence of actions: thinking, cutting, cooking, and covering. The main verb ἦψε (he cooked) is the anchor of the sentence. The phrase τὰ ἦν ἀμήχανον is a classic example of a substantival construction where the neuter article ταὶ (or ταῦτα implied) refers to a previously mentioned situation, with ἦν functioning as the copula and ἀμήχανον (impossible, unmanageable) as the predicate adjective. The conjunction τε ... καί (both ... and) links the infinitives ἐξευρεῖν and ἐπιφράσασθαι, emphasizing the dual nature of the problem-solving process. The use of χαλκεός (bronze) twice, modifying both the cauldron (λέβητι) and the lid (ἐπίθημα), creates a stylistic cohesion through repetition, highlighting the material quality of the cooking vessel. The adverb ὁμοῦ (together, at the same time) stresses the simultaneous preparation of the two distinct animals. The syntax reflects a typical historiographical style where complex actions are compressed into a single clause to maintain narrative momentum.",163
164,"This much, then, was the response from Delphi, to Croesus.","The sentence begins with the particle μεν, which typically sets up a contrast with a following clause introduced by δέ (though the δέ is omitted here, a phenomenon known as asyndeton, or the contrast is implicit in the broader narrative context). The demonstrative ταὐ (ta) functions as a neuter plural accusative pronoun referring to the entirety of the oracle's message previously given or implied. The verb ἐχρήσθη is aorist passive indicative of χρᾶσθαι, meaning 'to respond' or 'to speak an oracle,' specifically used here for the Pythia's delivery at Delphi. The dative case of Κροῖσον (Croesus) indicates the recipient of the oracle. The adverb οὕτω (thus) and the adverb τῷ (to this extent/degree) modify the response, emphasizing the specific content or limitation of the answer provided to the Lydian king.",164
165,"But regarding the response of the oracle of Amphiaraus, I am not able to say what he prophesied to the Lydians to do concerning the sacred precinct (for this is not said to be the case), other than that he also thought he had acquired a truthful oracle.","The sentence opens with a temporal/circumstantial phrase introduced by the postpositive particle δέ, which serves to contrast this account with previous narratives or to shift focus to a specific detail. The construction οὐκ ἔχω εἰπεῖν (I am not able to say) introduces a parenthetical doubt or admission of ignorance, a common historiographical device used by Herodotus to signal the limits of his sources. The phrase 'for this is not said to be the case' (οὐ γὰρ ὢν οὐδὲ τοῦτο λέγεται) is an explanatory aside that clarifies the preceding uncertainty; the verb λέγεται is in the passive voice, indicating a general report or lack of consensus rather than a specific speaker. The main clause concludes with a contrast introduced by ἄλλο γε ἤ (other than), asserting that the only certain knowledge is the Lydian king's belief (ἐνόμισε) that he had secured an infallible (ἀψευδές) oracle. The use of the perfect infinitive ἐκτησθαι (to have acquired) emphasizes the completed action of obtaining the oracle from the Lydian perspective, while the adjective ἀψευδές (truthful/lying not) highlights the cultural value placed on the reliability of divine prophecy in the ancient Greek world.",165
166,"After these things, he appeased the god at Delphi with great sacrifices.","The sentence utilizes the temporal adverbial phrase 'μετὰ δὲ ταῦτα' (after these things), a standard Herodotean formula used to mark a transition between events in the narrative sequence. The verb 'ἱλάσκετο' is in the imperfect indicative middle voice, indicating a continuous or repeated action in the past, often implying an attempt to gain favor or turn away divine wrath (propitiation). The construction 'ἱλάσκομαι' typically governs the accusative of the person or deity being appeased ('τὸν θεόν') and the dative of means ('θυσίῃσι μεγάλῃσι') to express the method of propitiation. The phrase 'ἐν Δελφοῖσι' locates the action at the sanctuary of Apollo. The syntax reflects a straightforward narrative structure common in historiography, where the agent (here, implied from the preceding context) performs a ritual act to maintain the favor of a deity. There are no complex literary devices like chiasmus or anaphora present in this specific clause; rather, it exemplifies the clear, chronological prose style characteristic of Herodotus.",166
167,"For he sacrificed all three thousand sacrificial animals, and he burned a great pyre of ships, offering gilded and silvered couches, golden bowls, purple garments, and tunics, hoping that the god would be more appeased by these things.","The sentence employs a series of asyndetic or paratactic elements (repeated 'τε... καί' constructions) to create a rhythmic accumulation of the lavish offerings, emphasizing the scale of the sacrifice. The adjective 'πυρὴν' (pyre) is used metaphorically as a container for the 'νήσας' (ships), describing a massive funeral pyre constructed from ships, a practice historically associated with figures like Alexander the Great or Xerxes, though here the context implies a ritual burning of wealth to appease a deity. The phrase 'μᾶλλον τι' combines the comparative adverb 'μαλλον' (more) with the enclitic particle 'τι' (some/any), softening the comparison to mean 'somewhat more' or 'to a greater degree,' reflecting the speaker's hope for a proportional response from the divine. The use of the present participle 'ελπιζων' (hoping) attached to the main verb 'κατεκαιε' (he burned) indicates the intention behind the action, a common feature in Herodotean narrative to reveal the motivations of historical figures.",167
168,He gave a prior command to all the Lydians that they sacrifice to him whatever each of them had.,"The sentence employs a periphrastic construction with the verb προείπε (aorist of προλέγω, 'to say beforehand') followed by an infinitive of purpose or content (θυεῖν, 'to sacrifice'). The phrase 'πάντα τινα αὐτῶν' ('whatever of them') functions as the object of the infinitive, with the relative clause 'ὅ τι ἕκαστος εἶχε' ('which each one had') further specifying the scope of the sacrifice. The use of the optative mood in 'εἶχε' (from ἔχω) within the relative clause reflects the potential or contingent nature of the sacrifice, emphasizing that whatever was available at the time should be offered. This construction highlights the comprehensive and inclusive nature of the command, leaving no room for partial fulfillment. The sentence structure is straightforward, with the main verb 'προείπε' governing the infinitive clause, and the relative clause providing additional detail. The use of 'πάντα' ('all') and 'ἕκαστος' ('each') reinforces the idea of total participation and individual contribution.",168
169,"Now when he had gone forth from the sacrifice, pouring out an unlimited quantity of gold, he drove out half-bricks from himself, making the longer ones six times as wide as a wrestling-ground, and the shorter ones three times as wide, and the height a wrestling-ground.","The sentence employs a participle (καταχεάμενος) to describe the manner in which the subject acted, literally 'having poured out,' indicating a simultaneous or preceding action. The phrase 'from himself' (ἐξ αὐτοῦ) is a striking idiom meaning that the bricks were made from the gold itself, rather than from another material. The text uses comparative adjectives (μακρότερα, βραχυτέρα) to contrast the dimensions of the bricks. The measurement units reference the 'palaistra' (wrestling-ground), a standard measure of length and height in Greek culture. The sentence structure features asyndeton (the omission of conjunctions) in the final clause regarding height ('and the height...'), which adds to the rhythmic enumeration of the brick specifications.",169
170,"The number was one hundred and seventeen; and of these, four were pure gold, each weighing a half-talent, but the rest were half-bricks of white gold, weighing a two-talent weight.","The sentence employs a clear contrastive structure marked by the coordinating conjunction 'δέ' (but) in the second clause, distinguishing between the four pure gold ingots and the remaining items. The syntax utilizes a partitive genitive ('τούτων') to specify the subset of the total count being discussed. The term 'ἡμιπλίθια' (half-bricks) is a technical or descriptive term for a specific shape of gold bullion, indicating a standardized form. The phrase 'σταθμὸν διτάλαντα' functions as a predicative accusative or adverbial accusative of respect, specifying the weight of the 'half-bricks'. The text demonstrates a precise, administrative style typical of inventories, using numerical precision and specific weights (half-talent, two-talent) to convey exact quantities. The repetition of 'χρυσῷ' (gold) in different forms emphasizes the material composition of the items.",170
171,"And he made a golden image of a lion, unworked, drawing a weight of ten talents.","The verb ποιέω (to make) is in the imperfect middle voice (ἐποιέετο), which here carries a passive sense ('was made' or 'was being made'), a common usage in Herodotus for describing the creation of objects. The adjective ἀπέφθου (unworked, unpolished, or in its rough state) modifies χρυσῶ (of gold) but semantically describes the lion image, indicating it was not hammered or chased but perhaps cast or left in a rough state. The participle ἐλκούσαν (drawing/pulling) agrees with the image (εἰκόνα) and describes its action, while σταθμὸν (a weight/counterweight) and τάλαντα δέκα (ten talents) function as the object of the participle's action, specifying the weight the lion was depicted as dragging. This phrasing suggests a specific type of votive offering or monument where the weight of the material or the depicted load is emphasized.",171
172,"This lion, after the temple at Delphi was burned down, fell from the half-bricks (for it was built upon these), and now it lies in the treasury of the Corinthians, weighing a seventh-half-talent.","The sentence employs a parenthetical clause marked by parentheses (ἑπεὶ γὰρ τούτοισι ἵδρυτο) to provide an explanatory causal detail regarding the construction of the statue's base. The phrase ἡμιπλινθίων (half-bricks) refers to the architectural supports or the lower courses of the temple's foundation from which the bronze statue fell during the Persian burning of the sanctuary in 480 BCE. The term σταθμὸν ἑβδομὸν ἡμιτάλαντον denotes a specific weight unit; a 'seventh-half-talent' is interpreted as one-seventh of a half-talent (approx. 1/14 of a full talent), illustrating the precise attention to measurement characteristic of historical and technical descriptions in Herodotus. The use of the present tense κείται (lies) alongside the aorist κατέπεσε (fell) contrasts the past event of the fall with the current state of the artifact in the Corinthian treasury, emphasizing its continued presence as a relic.",172
173,For four talents of silver were due to him.,"The verb ἀπετάκη (aorist passive indicative, 3rd person singular) literally means 'was due' or 'was owing,' indicating a debt or obligation that has come to a head. The subject ἠμιτάλαντον (half-talent) is neuter singular, yet the verb is singular, agreeing with the grammatical subject rather than the implied plural nature of the silver coins. The particle γάρ provides a causal explanation, suggesting this clause follows a preceding statement regarding a financial dispute or penalty. The phrase ἀὐτοὐ τε (himself) emphasizes the recipient of the debt. A talent was a large unit of currency, roughly equivalent to 26 kilograms of silver, making this a significant sum. The sentence structure is straightforward, with the causal particle γάρ placed early to link the obligation to a prior context.",173
174,"After completing these things, Croesus sent them to Delphi, along with these other gifts: two large mixing-bowls, one of gold and one of silver; the golden one was placed on the right as one entered the temple, and the silver one on the left.","The sentence employs a clear chiastic structure in the final clause regarding the placement of the bowls: 'golden' (χρυσέος) corresponds to 'right' (δεξιά), and 'silver' (ἀργυρέος) corresponds to 'left' (ἀριστερά). The construction τῶν μὲν... ὁ δὲ... (of which the one... and the other...) is a standard correlative pair used to distinguish between two items previously mentioned. The phrase ἐσιόντι εἰς τὸν ναόν uses a dative of reference (ἐσιόντι) to establish the perspective of the viewer; the placement is described relative to the movement of a person entering the sanctuary. Culturally, the mixing-bowl (κρατήρ) was a significant object in Greek religious and symposium contexts, used for mixing wine and water; offering two such large vessels, one of each precious metal, signifies a substantial votive offering. The use of the aorist participle ἐπιτελέσας indicates the completion of a prior action (the crafting or gathering of the gifts) before the main verb of sending (ἀπέπεμπε) occurred.",174
175,"These also were moved by the Persians to the burned temple; the golden one now lies in the treasury of the Clazomenians, weighing nine and a half talents and twelve minas, while the silver one is on the porch of the corner, occupying space equal to six hundred amphorae.","The sentence employs a classic 'men... de' (μέν... δέ) contrastive structure to distinguish between the fates of two objects: the golden statue and the silver statue. The first clause uses a passive perfect verb (μετεκινήθησαν) with a causal agent introduced by 'hupo' (ὑπό), indicating a historical displacement. The participle 'katakeenta' (κατακαέντα) is a perfect active participle agreeing with the temple, describing its state of having been burned. The second half of the sentence shifts to present tense ('keitai' - κείται, 'is lying') to describe the current state of the artifacts. The author uses specific participles to denote weight and volume: 'elkon' (ἕλκων) for the weight of the gold, and 'choreon' (χωρῶν) for the displacement/volume of the silver. The text utilizes precise numerical and metrological terminology (talents, minas, amphorae) characteristic of Herodotean cataloging of Persian spoils.",175
