Unnamed: 0,translation,notes,sent_id
97,"For now, indeed, the race is iron.","This sentence marks the beginning of the description of the Iron Age in Hesiod's myth of the five ages of mankind. The particle γάρ (for) provides the causal or explanatory link to the preceding context, while δὲ γε (indeed/now) serves as an emphatic adverbial cluster, often used to signal a sharp transition in time or tone. The construction relies on the copula εἰμί (is) with a nominative subject (γένος) and a predicative adjective (σιδηρέον), where the adjective agrees in gender, number, and case. The term σιδηρέον (iron) is not merely a material descriptor but a metaphor for the hardness, cruelty, and toil that characterize this era, contrasting sharply with the earlier Golden and Silver ages. The syntax is simple and direct, reflecting the solemnity of the prophecy.",97
98,"Nor will the day ever cease from labor and suffering, nor will they be destroyed at night.","The sentence features a strong parallel structure (isocolon) between the two main clauses, each introduced by the negative particle combination οὐδέ ('nor/neither'). The first clause uses the present middle/passive indicative παύονται ('they cease') with an adverbial accusative of time (ἡμᾶρ) and a genitive of separation (καμάτου καὶ οἴζυος) to describe the cessation of toil. The second clause shifts to a present passive participle φθειρόμενοι ('being destroyed') functioning as a predicate, with the temporal adverb νυκτωρ ('by night') and the indefinite pronoun τι (used here for emphasis or generalization) modifying the state of being. The juxtaposition of 'day' and 'night' creates a temporal chiasmus, emphasizing the unceasing nature of the hardship: if the day does not end in labor, the night does not bring relief through destruction. The use of the present tense in both clauses suggests a timeless, perpetual condition rather than a specific future event, a common stylistic device in didactic poetry to describe the human condition.",98
99,And the gods will give hard cares.,"The sentence employs a straightforward subject-verb-object structure characteristic of didactic poetry. The conjunction 'δέ' (de) functions as a connective particle, often used in Hesiod to link clauses sequentially or to mark a transition in the narrative flow, here bridging a previous thought to this declaration of divine will. The adjective 'χαλεπάς' (chalepas, 'hard' or 'difficult') modifies 'μερίμνας' (merimnas, 'cares' or 'anxieties'), creating a hendiadys-like effect where the difficulty of the cares is intrinsic to their nature as divine gifts. This reflects the Hesiodic worldview where human suffering and anxiety are not merely random occurrences but are actively dispensed by the gods as part of the human condition. The future tense 'δώσουσι' (dōsousi, 'they will give') emphasizes the inevitability of this fate. Stylistically, the line lacks complex rhetorical devices like chiasmus or asyndeton, relying instead on the directness of the statement to convey the weight of the message.",99
100,"But even so, good things will be mixed with bad ones for them.","The sentence employs a clear antithesis between ἐσθλα (good things) and κακοῖσιν (bad things), a central theme in Hesiod's moralizing poetry regarding the coexistence of virtue and vice in human life. The verb μεμείξεται is in the future middle/passive indicative; in this context, it functions passively to describe the blending of opposites. The adverb ἔμπης (even so/still) acknowledges a preceding difficulty or contrast, asserting that the mixture of good and bad is inevitable despite human efforts to distinguish them. The dative plural τοῖσι (for them) indicates the beneficiaries or recipients of this mixture, likely referring to humanity in general. The conjunction καὶ here serves to emphasize the inclusion of both elements, reinforcing the totality of the mixture.",100
101,"But Zeus will destroy this race of mortal men, once the gray-browed men come to be.","This sentence describes the transition from the Silver Age to the Iron Age in Hesiod's myth of the five ages. The phrase 'gray-browed' (πολιοκροτάφοι) is a distinctive poetic epithet referring to the graying of the temples or brows, symbolizing the onset of old age or a specific characteristic of the Silver generation, though in this context it often denotes the general human condition of the age in question. The verb 'come to be' (γινόμενοι τελέθωσιν) is in the aorist subjunctive within a temporal clause introduced by 'when' (εὖτ' ... ἄν), indicating a future condition that triggers the divine punishment. The use of the participle 'coming to be' (γινόμενοι) alongside the subjunctive 'they come to be' (τελέθωσιν) emphasizes the process of their generation and the inevitable fulfillment of their nature. The sentence structure employs a chiasmus-like balance between the destructive action of Zeus and the generative action of the humans, highlighting the cyclical nature of human decline.",101
102,"Nor is a father like his children, nor are children like their father; nor is a stranger like the host, nor a companion like a companion, nor will a brother be a friend, as it was before.","This sentence employs a powerful rhetorical structure characterized by the repetition of the negative particle 'oude' (nor/neither) at the beginning of four distinct clauses, creating a cumulative effect of social breakdown. The syntax follows a consistent pattern: [Subject] + [Predicate Adjective/Noun] + [Dative of Comparison]. The use of the dative case for the object of comparison (e.g., 'paisessin' for 'children', 'xeinodokei' for 'host') is standard for indicating the entity to which the subject is compared. The final clause shifts from the present tense to the future tense ('essetai', 'will be'), emphasizing that this breakdown of kinship and social bonds is a prophetic or inevitable reality in the current age. The sentence concludes with the phrase 'hos to paras per' (as it was before), which serves as a poignant allusion to the Golden Age, where such harmonious relationships were the norm, contrasting sharply with the moral decay of the Iron Age described in the surrounding context of the poem. The repetition of the same word for subject and object of comparison in the second and third clauses (e.g., 'xenos xeinodoko' and 'etairos etairoi') creates a sense of isolation and the collapse of reciprocal social duties, a central theme in Hesiod's critique of his contemporaries.",102
103,They will dishonor their aging parents.,"The sentence features a future indicative verb (ἀτιμήσουσι) indicating a prophetic or predictive tone, characteristic of Hesiod's didactic poetry where the poet warns of future social decay. The participle γηράσκοντας (aging) is in the present tense, functioning as an adverbial modifier of time or manner, suggesting the dishonor occurs specifically during the parents' advanced age. The use of the particle δέ connects this clause to previous context, likely contrasting this behavior with the virtues of the previous age. The object τοκεύς (parents) is in the accusative plural, a common metonymic usage in Greek literature to denote the entire parental generation. The sentence structure is straightforward SVO (Subject implied 'they', Verb, Object), but the emotional weight lies in the juxtaposition of the future action of dishonor against the natural state of aging, highlighting a breach of familial piety (philia) and the breakdown of traditional social order.",103
104,"And surely they will blame those who, in their recklessness, heap harsh words upon them, not knowing the vengeance of the gods.","The sentence employs a participial construction (βαζοντες and ειδοντες) to provide the causal and circumstantial background for the main verb (mempsontai). The use of the future passive indicative μεμψονται conveys a prophetic certainty, reinforced by the particle ἄρα. The adjective σχετλίοι (reckless, shameless, impious) is a key ethical term in Hesiod, describing those who act without respect for divine order. The phrase χαλεποῖς ἐπέσσι (harsh/rough words) highlights the destructive nature of their speech. The participle εἰδότες (knowing) is negated by οὐ, emphasizing the moral blindness of the offenders: their ignorance of the gods' οἶψιν (vengeance/retribution) is what makes their actions reckless. The sentence structure creates a stark contrast between the human action of speaking harshly and the divine consequence of retribution, a central theme in Hesiodic didactic poetry.",104
105,But surely he would not give the upbringing gifts to his aged parents with his own hands.,"The sentence employs the potential optative construction (δοῖεν with κεν/ἄν), indicating a hypothetical action that the speaker deems unlikely or morally unacceptable. The particle γε serves to emphasize the subject (οἵ), highlighting the specific agent in this moral scenario. The phrase θρεπτήρια (nourishing or upbringing gifts) refers to the specific economic and social obligations of children to support their parents in old age, a central theme in Hesiod's didactic poetry regarding the duties of the just man. The adjective χειροδίκαι (with one's own hands) functions as a possessive dative of advantage or source, stressing the personal effort and direct agency required to fulfill this duty; the negation implies that failing to do so is a mark of injustice and ingratitude.",105
106,And one city will plunder another.,"The verb ἐξαλαπάξει (future indicative active, 3rd person singular) is a compound of ἀλαπάζω, meaning 'to plunder' or 'to despoil,' often implying the taking of livestock and goods. The sentence exhibits a chiasmus in the relationship between the subject and object: ἕτερος (one, nominative) ... ἑτέρου (another, genitive). This construction, where the genitive noun (ἑτέρου) is governed by the adjective (ἕτερος) in the nominative, creates a tight syntactic bond emphasizing the reciprocal nature of the conflict. The particle δέ (δ') serves as a connective, linking this statement to the preceding context of rising strife. The future tense indicates a prediction of inevitable social breakdown, a central theme in Hesiod's description of the decline of the Heroic Age into the Iron Age.",106
107,"Nor will there be any favor for the one who is a perjured witness or for the just and good man; rather, men will praise the evildoer and his hubris.","The sentence presents a stark moral inversion characteristic of Hesiod's critique of the 'Days of Judgment' or the decline of justice. The syntax utilizes a negative correlation structure (οὐδέ... οὐδέ...), which is expanded into a contrastive clause introduced by the adversative conjunction 'δέ' (rather/but) following the particle 'μᾶλλον' (more/even). This creates a chiastic movement in thought: the first clause negates the reward for virtue (both the perjurer's false oath and the good man's integrity are ignored), while the second clause affirms the social reward for vice. The term 'εὐόρκου' (perjured) is a specific legal and social term referring to someone who breaks an oath, a grave offense in Ancient Greek culture that undermines the social fabric. 'Χάρις' here denotes divine or social favor/recognition. The verb 'αἰνήσουσι' (they will praise) is used ironically; the 'men' (ἀνέρες) are not praised for virtue but are actively commending 'κακῶν ρήκτορα' (the breaker of evil/law) and 'ὕβριν' (hubris/arrogant violence), highlighting the complete collapse of ethical norms. The asyndeton between the two main clauses is avoided by the use of 'δέ', yet the contrast is sharp enough to function as a rhetorical antithesis.",107
108,"Justice will be in their hands, and awe will not exist.","This sentence employs a sharp contrast between two abstract concepts: δίκη (justice/right) and αἰδώς (awe/shame/modesty/respect). The phrase 'in their hands' (ἐν χερσί) is a powerful metaphor suggesting that justice is no longer an external, divine force governing human affairs, but has been reduced to a mere physical tool or burden held by corrupt men. The construction uses a parallelism where the first clause is affirmative and the second is negative, creating a tragic juxtaposition: while justice is physically present, the moral restraint (αἰδώς) that should accompany it has vanished. The particle δέ serves to contrast this statement with the preceding context, emphasizing the current state of affairs. The absence of αἰδώς signifies a complete breakdown of social and ethical order, a central theme in Hesiod's warning against injustice.",108
109,"The bad man will harm the better man with crooked words, speaking falsely, and he will swear an oath.","The sentence presents a sharp moral contrast between the 'bad man' (κακός) and the 'better man' (ἀρείων), a recurring theme in Hesiodic ethics where the distinction between the just and the unjust is paramount. The adjective ἀρείων, meaning 'better' or 'superior' in quality, is often used in the context of moral worth rather than mere physical strength. The phrase 'crooked words' (μύθοισιν σκολιοῖς) employs a metaphor of physical deformity to describe dishonesty; just as a crooked stick is twisted, so too are these lies. The participle ἐνεπών (speaking) is in the aorist tense, indicating the specific act of uttering these lies that constitutes the harm. The verb βλάψει (will harm) is future indicative, suggesting a prophetic or general truth about the consequences of such actions. The final clause, 'and he will swear an oath' (ἐπὶ δ' ὅρκον ὀμνύει), describes the mechanism by which the bad man attempts to legitimize his falsehoods; he combines perjury with slander to deceive the superior man. The structure utilizes asyndeton in the first clause (between the main verb and the participle) to tightly bind the act of harming with the manner in which it is done, while the second clause is coordinated with δέ to add a cumulative detail of the villain's behavior.",109
110,"And jealousy will be a companion to all wretched men, [a companion] of hard-footed, ill-glad, and hateful-of-look.","The sentence features a striking accumulation of epithets describing the personified 'jealousy' (ζηλος) as it attaches itself to humanity. The syntax employs a genitive absolute-like construction where the adjectives (δυσκελάδος, κακοχάρτος, στυγερώπης) modify the implied 'companion' (ὁμαρτήσει is a future active indicative of ὁμαρτάω, meaning 'to be a companion' or 'to join'), though the tree analysis suggests they are coordinated attributive modifiers to the subject or the predicate noun concept. The use of asyndeton (the lack of conjunctions between the three adjectives: 'hard-footed', 'ill-glad', and 'hateful-of-look') creates a rhythmic, oppressive list that mirrors the relentless nature of the jealousy itself. The compound adjective 'δυσκελάδος' (hard-footed) metaphorically suggests a relentless pursuer or one who brings trouble, while 'κακοχάρτος' (ill-glad) indicates a disposition that finds no joy. The term 'στυγερώπης' (hateful-of-look) personifies the emotion as having a repulsive appearance, reinforcing the idea that this jealousy is a visible, tangible evil that haunts the 'wretched' (οἰζυροῖσιν) men. The particle 'δέ' marks a continuation of the poet's didactic narrative, shifting focus to a new affliction.",110
111,"Then, indeed, going forth from the broad-bosomed earth to Olympus, veiling their beautiful skin with white veils, Justice and Retribution left behind the race of men.","The sentence employs a participle construction (καλυψαμένα, 'veiling') that modifies the subject of the main verb (ἴτον, 'they went'), describing the manner of their departure. The phrase 'broad-bosomed earth' (εὐρυοδείης χθονός) is a traditional Homeric and Hesiodic epithet emphasizing the earth's fertility and maternal capacity. The act of covering one's face or skin with white veils (λευκοῖσι φάρεσσι) is a significant cultural and ritual gesture in ancient Greece, symbolizing the transition from the mortal realm to the divine, or the withdrawal of a deity from human sight due to the moral decay of humanity. The sentence utilizes asyndeton in the list of deities (Aidōs and Nemesis) connected by 'and' (καί), which serves to emphasize the finality of their departure. The personification of abstract concepts like 'Shame/Modesty' (Aidōs) and 'Retribution/Indignation' (Nemesis) reflects the Greek belief in these forces as active, divine agents who maintain cosmic and social order. The use of the aorist participle προλιπόντ' (having left behind) alongside the main verb indicates a completed action that coincides with the journey, marking a definitive break between the divine and human spheres.",111
112,But grievous sorrows will remain for mortal men.,"The sentence employs the particle 'δέ' (de) to mark a sharp contrast with the preceding context (the disappearance of the Age of Gold and Silver), a common feature in Hesiodic narrative transitions. The verb 'λείψεται' (leipsetai) is a future middle indicative, here used with a passive sense ('will remain'), a usage typical in archaic poetry to denote a state of endurance or persistence. The adjective 'λυγρὰ' (lugra), meaning 'grievous' or 'wretched,' modifies 'ἄλγεα' (algēa, 'sorrows' or 'pains'), creating a strong emotional emphasis. The dative plural 'θνητο͂ς ἀνθρώποισι' ('for mortal men') functions as an indirect object or dative of advantage/disadvantage, highlighting the human condition as the recipient of these enduring miseries. The use of the dual or plural form for 'men' underscores the collective human experience rather than individual suffering.",112
113,But there will be no defense against evil.,"The sentence utilizes the future middle indicative form of εἰμί (ἐσται), which here functions as a copula with a predicative sense of existence or occurrence ('there will be'). The negative οὐκ is placed before the verb to deny the existence of the subject. The noun ἀλκή (strength, defense, aid) is in the nominative case, serving as the grammatical subject of the verb. It is modified by the adjective κακοῦ (of evil), which is in the genitive singular masculine/neuter, indicating the source or sphere of the evil against which the defense is lacking. The particle δέ (represented as δ') is a postpositive conjunction connecting this sentence to the preceding context, marking a contrast or continuation. The phrase encapsulates a recurring theme in Hesiodic wisdom literature: the inevitability of certain misfortunes once they arrive, emphasizing human powerlessness against the forces of evil (κακόν) without divine intervention. The structure is concise and absolute, lacking any conditional clauses, which heightens the fatalistic tone.",113
114,Now I shall utter praise to kings who think alike with themselves.,"The sentence employs the future indicative form ἐρεῶ (from λέγω) to announce the poet's immediate intention, a common feature in Hesiodic didactic poetry where the narrator addresses the audience directly. The dative plural βασιλεῦσιν functions as the indirect object of 'speaking/praising.' The participle φρονέουσι modifies βασιλεῦσιν, describing the kings as those who 'have understanding' or 'think well,' and is strengthened by the reflexive pronoun αὐτοῖς, which emphasizes that their thoughts are internally consistent or in agreement with their own nature. The particle δὲ marks a transition in the narrative flow, shifting from a previous topic to this new declaration. The syntax is straightforward, lacking complex rhetorical devices like chiasmus, but relies on the solemn tone typical of the Works and Days to establish the poet's authority.",114
115,"Thus the hawk spoke to the nightingale, the one with the variegated neck, carrying it high in the clouds, holding it fast with its claws.","This sentence exemplifies the use of the aorist participle φέρον (here φέρον) combined with a perfect active participle μεμαρπώς to depict simultaneous action and state. The phrase ποικιλοδέιρον (variegated-necked) is a characteristic Homeric-style epithet applied to the nightingale, emphasizing its physical beauty in contrast to its vulnerability. The syntax features a main verb προσέειπεν (spoke) governed by the adverbial participle φέρον (carrying), which is modified by the prepositional phrase ἐν νεφέεσσι (in the clouds) and the adverbial υψί (high). The perfect participle μεμαρπώς (having seized/grasped) describes the manner in which the hawk carries the nightingale, emphasizing the firmness of its grip with the instrumental dative οὐχέσσι (with claws). The sentence structure reflects the dramatic tension of the fable, where the hawk's dominance is conveyed through the physical imagery of height, clouds, and claws.",115
116,"And she, anointed with sharp-pointed claws, lamented.","The verb μύρετο is a middle voice imperfect, indicating a reflexive or self-directed action of anointing or perfuming oneself. In this specific context from Hesiod, the subject (likely a bird or creature, given the 'claws') is anointed not with pleasant oils, but with its own sharp claws, creating a striking image of self-inflicted pain or a grotesque transformation. The participle πεπαρμένη (perfected passive participle of πείρω, 'to pierce') agrees with the subject in gender, number, and case. The adjective γναμπτοῖσι ('bent' or 'sharp-pointed', often used for curved or hooked implements) modifies ὀνύχεσσι ('claws'), emphasizing the dangerous nature of the anointing agent. The sentence structure employs a participial phrase set off by commas to describe the manner or state of the subject at the moment of the main action (lamenting). The particle δ' serves a connective function, linking this event to the preceding narrative. The imagery evokes the physical sensation of being scratched or pierced by one's own appendages while mourning.",116
117,And she spoke to him this word of command.,"The particle 'ὅγ' (a variant of ὅ γε) functions as an emphatic nominative subject, often used in epic poetry to maintain metrical continuity or to add weight to the subject 'she' (Zeus's daughter, Persuasion, implied from context). The adjective 'ἐπικρατεῶς' is in the adverbial genitive, modifying the verb 'said' to indicate the manner or content of the speech—specifically, words that carry authority or command. The preposition 'πρός' with the accusative 'μῦθον' denotes the direction of the speech ('toward him'). The sentence exemplifies the formulaic style of Hesiod, where specific epithets and adverbs characterize divine or semi-divine actions. The syntax is straightforward, with the verb 'εἶπεν' governing both the direct object 'μῦθον' and the adverbial phrase, creating a concise expression of authoritative communication.",117
118,"You silent, fool, why have you ceased?","The adjective δαιμονίη (feminine vocative singular) is used here as a term of address, functioning as an epithet for a person; in this context, it conveys a sense of 'foolish' or 'mad' rather than the literal 'divine.' The verb λέληκας is the second-person singular perfect active indicative of λαλέω (to speak), indicating a state of having ceased speaking. The particle τί introduces an interrogative clause expressing surprise or indignation. The sentence employs direct address (vocative) and rhetorical questioning to emphasize the speaker's frustration at the addressee's sudden silence. The syntax reflects a common feature of archaic Greek poetry, where emotional intensity is conveyed through concise, fragmented exclamations and direct questions.",118
119,It has you as a much better man.,"This sentence exhibits a striking instance of personification where the abstract concept of 'Areion' (the better man or superior nature) is treated as an active agent ('it has') possessing the addressee. The particle 'ny' (νυ) is an enclitic particle of affirmation or emphasis, often used in poetry to connect the clause to the preceding context or to add a tone of certainty. The adjective 'polyon' (πολλόν) functions adverbially to modify the comparative 'areiōn' (ἀρείων), intensifying the degree of superiority ('much better'). The syntactic structure is notably concise, relying on the verb 'echō' (to have) with a subject complement rather than a copula, a common feature in Greek where possession or state is implied directly. The phrase encapsulates a moral imperative common in Hesiodic poetry: the recognition that one's own better nature is an internal possession that one must actively maintain or acknowledge.",119
120,"But this one is you whom I lead, even though you are a bard.","The sentence features a striking juxtaposition of the verb 'lead' (ἄγω) with the noun 'bard' (αἰδοῦς). The particle ἄν with the present indicative (ἄγω) here creates a sense of habitual or characteristic action, while the enclitic περ adds emphasis to the first-person subject, highlighting the speaker's agency. The relative clause structure 'whom I lead' (ὅν ἄγω) is elliptical, with the relative pronoun omitted but understood from the context of the syntax. The participle οὖσαν (being) functions as a predicative attribute, characterizing the addressee's identity as a singer or poet. The sentence reflects Hesiod's self-assertion of authority over the Muse or poetic tradition, asserting that even a bard is subject to his guidance.",120
121,"But I shall make a dinner, if I wish, or I shall let it pass.","The sentence presents a clear binary choice between two future actions: actively preparing a meal (ποιήσομαι) or abstaining from doing so (μεθήσω). The verb μεθήσω, derived from μεθίημι, here carries the idiomatic sense of 'to let go' or 'to let pass,' indicating the decision to forego the meal entirely. The conditional clause αἳ κ᾽ ἑλῶ (if I wish) is introduced by the particle αἴ ('if') combined with the optative of possibility κ᾽ (a contraction of ἄν) and the present indicative ἑλῶ (though the input glosses it as ἐθέλω, which is the standard form for 'I wish' in this context, often appearing as ἑλῶ in some manuscripts or dialectal variations, but here clearly functioning as the condition for the action). The use of the future tense for both main verbs highlights the speaker's agency in making a deliberate choice. The sentence is characterized by asyndeton in the main clause (though the conjunction ἢ is present, the structure is tight), and the rhythm suggests a proverbial tone, typical of Hesiod's didactic poetry where practical decisions regarding daily life are weighed. The punctuation in the source includes commas around the conditional clause, which is preserved in the translation to reflect the pause and the conditional nature of the statement.",121
122,"But a fool, whoever should wish to contend against those stronger, [will perish].","This sentence presents a gnomic statement typical of Hesiodic didactic poetry, offering general moral advice regarding social hierarchy and self-preservation. The term 'ἀφρών' (fool) is used not merely to denote a lack of intelligence, but specifically an inability to recognize one's place in the cosmic or social order; in the context of 'Works and Days,' this often implies a failure to heed the warnings of the poet or the gods. The relative clause 'ὃς κ᾽' (whoever) introduces a conditional generalization, where the particle 'κ᾽' (a crasis of 'ἄν') combined with the present subjunctive 'ἐθέλῃ' indicates a recurring or potential action rather than a specific past event. The verb 'ἀντιφρίζειν' (to contend against) suggests a direct, perhaps physical or legal, opposition. The prepositional phrase 'πρὸς κρείσσονας' (against the stronger/more powerful) highlights the central theme of the poem: the danger of challenging those with greater strength or status, a recurring motif in archaic Greek thought where hubris against the powerful leads to ruin. The sentence structure relies on a paratactic flow common in early Greek hexameter, where the subject ('ἀφρών') is immediately followed by its defining relative clause, creating a tight logical link between the identity of the fool and their specific destructive action.",122
123,"Victory is deprived of her strength, and toward shame she suffers pains.","The sentence exhibits a chiastic structure where the two predicates (στερέεται and πάσχει) are coordinated by the enclitic τε...τε (rendered here as τε...τ'), linking the loss of victory with the experience of suffering. The verb στερόμαι (to be deprived of) governs the genitive case (νίκης), indicating the thing from which the subject is deprived. The preposition πρός with the accusative (αἰσχέσιν, though the form is likely a textual variant or specific dialectal rendering of αἰσχύναν/αἰσχος in the accusative, here parsed as accusative plural neuter or a specific usage of αἰσχέσιν as accusative plural of αἰσχος) indicates direction or tendency ('toward shame'). The pairing of 'victory' and 'shame' (νίκη and αἰσχος) represents a fundamental moral dichotomy in Hesiodic poetry, contrasting the positive outcome of justice and hard work with the negative consequences of injustice and idleness. The phrase 'suffers pains' (ἄλγεα πάσχει) emphasizes the active suffering of the individual or the community as a direct result of this moral inversion.",123
124,"Thus spoke the swift-winged hawk, the long-winged bird.","The sentence employs a descriptive appositive structure where 'the long-winged bird' (τανυσιπτερος ορνις) clarifies and expands upon 'the swift-winged hawk' (ωκυπετης ιηρξ). The adjective 'ωκυπετης' (swift-winged) and 'τανυσιπτερος' (long-winged/extended-winged) both modify the bird, creating a layered epithet typical of archaic Greek epic poetry. The use of 'ως' (thus) at the beginning serves as a narrative connector, indicating the manner of speaking or concluding a previous action. The syntax features a subject-verb inversion with the subject appearing after the verb, a common feature in Homeric and Hesiodic verse for metrical reasons or to emphasize the manner of the speech act.",124
125,"Hearken, Perses, and listen to justice, but do not foster violence.","This sentence employs an apostrophe, directly addressing the addressee 'Perses' (the brother of the speaker) with the vocative case. The verb 'ακουε' (listen/hearken) is in the imperative mood, issuing a direct command. The noun 'δίκης' (of justice) is in the genitive case, functioning as the object of the verb of hearing, a construction common in Homeric and Hesiodic poetry where one 'listens to' abstract concepts or laws. The second clause introduces a negative command ('μὴ... ὀφέλλε') using the present imperative, which is typical for prohibitions against habitual or ongoing actions in Ancient Greek. The verb 'ὀφέλλω' literally means 'to heap up' or 'to increase,' here used metaphorically to mean 'to foster,' 'to encourage,' or 'to increase' hubris. 'ὕβριν' (hubris/violence/insolence) is the direct object. The sentence structure utilizes asyndeton (the omission of a conjunction between the two main clauses) to create a swift, forceful rhythm, though the particle 'δέ' appears attached to the negative particle 'μή' (forming 'μηδέ') to link the clauses logically. The tone is didactic, characteristic of Hesiod's instructional poetry, contrasting the positive value of 'díkē' (justice/order) with the destructive nature of 'hýbris' (arrogant violence).",125
126,For pride is a bad thing for cowardly men.,"The sentence employs the particle combination γάρ τε, where γάρ provides a causal or explanatory link to a preceding thought, and τε adds a connective force, often emphasizing the universality or truth of the statement. The noun ὕβρις (hubris/pride) is the subject, linked to the predicate adjective κακή (bad/evil) by an implied copula. The phrase δειλοῖσι βροτοῖσι uses the dative case to indicate the beneficiary or target of the condition (dative of reference or advantage/disadvantage). The adjective δειλοῖσι (cowardly) agrees with βροτοῖσι (men), creating a specific characterization of the type of humans for whom hubris is particularly detrimental. The line reflects Hesiod's moral didacticism, contrasting the destructive nature of excessive pride with the expected behavior of the community.",126
127,"But a good man cannot easily bear this, for he is crushed beneath it by the ruinous folly.","This sentence employs a chiastic structure in its logical flow, contrasting the capability of the 'good man' (ἐσθλός) with the crushing weight of 'ruin' (ἄτη). The particle combination μεν... δέ (here split by the negative οὐδέ) sets up a contrastive clause, while the addition of τε (θ') after the second conjunction βαρυθεί creates a cumulative effect emphasizing the force of the action. The verb ἄτη (ruin, folly, or delusion) is personified as an active force that strikes the individual; the participle ἐγκύρσας (having struck or hit upon) suggests a sudden, violent impact, akin to a ship striking a rock, which metaphorically aligns with the nautical imagery often found in Hesiod. The adjective βαρύθω (to be crushed or weighed down) is used passively here to describe the psychological and physical burden imposed by the divine or cosmic force of ἄτη. The adverb ῥαδίως (easily) negated by οὐ (not) highlights the inherent difficulty of maintaining virtue in the face of such overwhelming adversity.",127
128,But it is better to go by another road to justice.,"The sentence employs a comparative adjective (κρείσσων, 'better') with an infinitive (παρελθεῖν, 'to go by/pass') as the subject, a construction common in gnomic or proverbial statements. The word οὐδός (road/path) is in the nominative, functioning as the subject of the comparative, while the infinitive serves as the predicate nominative in this elliptical construction (literally: 'A road is better to go by another to the just things'). The phrase εἰς τὰ δίκαια ('to the just things') refers to the sphere of justice or right conduct. The particle δέ marks a contrast with the preceding context in the Works and Days, where Hesiod advises against the 'hard road' of strife and violence, suggesting instead the 'easy road' of justice. The use of 'another road' (ἑτέρῃ) highlights the dichotomy between the two paths available to humanity. The sentence structure is direct and imperative in tone, characteristic of Hesiod's didactic style, urging the listener to choose the path of justice over the path of force.",128
129,"Justice, having emerged to the very end, holds sway over Hubris.","This sentence personifies abstract concepts: Δίκη (Justice) and Ὕβρις (Hubris/Arrogance). In Greek thought, Ὕβρις represents excessive pride or violence that disrupts the cosmic order, while Δίκη represents the restoring force of law and balance. The participle ἐξελθοῦσα (having gone out/emerged) modifies Δίκη, describing her as an active agent who has fully revealed herself or completed a process of manifestation before asserting dominance. The preposition ὑπέρ (over) combined with the verb ἔσχει (holds/has) creates a sense of total subjugation. The phrase ἐς τέλος (to the end/utterly) emphasizes the completeness of Justice's triumph. The sentence structure employs a clear subject-verb-object order with a modifying participle, typical of Hesiod's didactic style which aims to present moral truths as inevitable cosmic laws.",129
130,"But even the foolish man, having suffered, came to know.","The sentence employs a participle construction (παθών, 'having suffered') functioning adverbially to indicate the cause or temporal circumstance of the main verb (ἔγνω, 'came to know'). The subject, νήπιος ('foolish' or 'childish'), is an adjective used substantively. The particle combination δέ τε creates a compound connective, often used in Homeric and Hesiodic poetry to link clauses while adding a slight emphatic or continuative tone; here, δέ provides the adversative or connective transition, while τε adds a collective or emphatic force. The syntax reflects a common gnomic pattern in Hesiod: experience (suffering) leads to wisdom, even for those naturally lacking in understanding. The word order places the participle first for emphasis on the prior action, a stylistic feature typical of archaic Greek poetry to highlight the causal relationship.",130
131,For immediately the Oath runs along with crooked judgments.,"This sentence personifies the Oath (Ὄρκος) as a swift, pursuing entity, a common motif in archaic Greek literature where abstract concepts are treated as active divine forces. The adverb αὐτίκα (immediately) combined with the verb τρέχει (runs) emphasizes the swiftness of retribution. The phrase σκολίῃσιν δίκῃσιν (with crooked judgments) is a striking oxymoron; 'crooked' (σκολιός) typically describes physical curvature or moral deviation, here characterizing unjust legal proceedings. The use of the dative plural with ἅμα (along with) indicates accompaniment, suggesting that the Oath moves in step with these unjust decisions, implying that injustice inevitably summons divine punishment. The particle γάρ provides a causal link to the preceding context, explaining why the speaker warns against such behavior.",131
132,"When Justice is dragged along, and men who eat bribes judge crooked judgments.","The sentence employs a temporal clause introduced by the participle ἐλκομένης (dragged/pulled), which is personified as Justice (Δίκης). The main clause describes the actions of 'bribe-eating men' (δωροφάγοι), a compound adjective vividly depicting corrupt judges who consume the gifts offered to them. The syntax contrasts the passive suffering of Justice with the active, corrupt agency of the judges. The phrase 'crooked judgments' (σκολιῆς δίκης) uses the adjective σκολιός (crooked, twisted) to metaphorically describe perverted justice, creating a strong antithesis with the expected straightness of law. The structure relies on a participial construction to set the scene for the corruption, emphasizing the causal link between the dragging of Justice and the perversion of legal proceedings.",132
133,"But she follows, weeping, the city and the customs of the people, having put on the air, bringing evil to men, who have driven her out and have not assigned her her due portion.","This sentence personifies the spirit of Justice (Dike) as a female figure following the city. The syntax employs a series of present participles (κλαιούσα 'weeping', εἰσαμένη 'having put on', φέρουσα 'bringing') to describe her actions and state simultaneously with the main verb (ἔπεται 'follows'). The phrase εἰσαμένη αἰθέρα (literally 'having put on the air') is a striking metaphorical expression, often interpreted as her clothing herself with the atmosphere or the divine air she inhabits, emphasizing her ethereal nature. The relative clause introduced by οἵ τε... καὶ... (who... and...) contrasts the men's rejection of Justice with their failure to give her her 'due portion' (ἰθείαν ἔνειμαν), a reference to the traditional concept of divine allotment or fair share (μοῖρα). The use of the dative plural αὐτοῖς (implied in the context of 'men') and the verb νέμω (to assign/allot) highlights the social and religious breach caused by injustice.",133
