,translation,notes,sent_id
675,We must work the works of the one who sent us while it is day.,"The sentence employs a striking repetition of the root for 'work' (ἔργαζεσθαι and ἔργα), creating a semantic link between the action and its object. The construction δεῖ + infinitive (δεῖ ... ἐργάζεσθαι) expresses an impersonal necessity or obligation. The phrase 'the one who sent us' (τοῦ πέμψαντος ἡμᾶς) uses a genitive participle to denote agency, implying a divine commission. The temporal clause introduced by ἕως (while/until) with the present indicative (ἡμέρα ἐστίν) emphasizes the immediacy and limited window of opportunity for the task at hand, contrasting the 'day' of activity with the coming 'night' (implied in the broader context). The use of ἡμέρα as the subject of ἐστίν is a standard Greek idiom for 'it is day' or 'while it is day,' rather than a literal identification of the day itself.",675
676,Night comes when no one is able to work.,"The sentence employs a gnomic present tense (ἔρχεται) to express a timeless, universal truth rather than a specific event. The structure relies on a temporal subordinate clause introduced by ὅτε ('when') to define the conditions of the main clause. The indefinite pronoun οὐδεὶς ('no one') functions as the subject of the subordinate clause, emphasizing total inability. The infinitive ἐργάζεσθαι ('to work') serves as the object of the verb δύναται ('is able'), forming a standard periphrastic construction of capability. Stylistically, the sentence exhibits a parallel structure in its negation of agency: the coming of night directly correlates with the cessation of human labor, a motif common in wisdom literature and the Septuagint to denote the limits of human activity under divine or natural order.",676
677,"When I am in the world, I am the light of the world.","This sentence employs the temporal/subordinate conjunction ὅταν (hotan) followed by the indicative mood (ὦ), which is a standard construction in Koine Greek for general temporal clauses. The verb εἰμί (to be) appears twice: first as the finite verb in the subordinate clause (ὦ) and again as the predicate of the main clause. In the main clause, the predicate noun φῶς (light) is in the nominative case, agreeing with the subject (implied 'I'), and is linked to the verb by the copula εἰμί. The phrase 'light of the world' utilizes a genitive of attribution or source (τοῦ κόσμου), identifying the specific domain over which the light extends. The repetition of the root κόσμος ('world') in both the prepositional phrase 'in the world' and the genitive phrase 'of the world' creates a subtle chiasmus-like structure (A-B...B-A) that emphasizes the speaker's presence within the cosmic order and their role within it. Stylistically, the sentence is characterized by asyndeton between the subordinate clause and the main clause, a common feature in Johannine literature that creates a sense of immediacy and directness.",677
678,"Having said these things, he spat on the ground and made mud from the spittle, and he smeared the mud on his eyes, and he said to him.","This sentence employs a sequence of aorist active indicative verbs (ἔπτυσεν, ἐποίησεν, ἐπέχρισεν, εἶπεν) linked by the conjunction καί, creating a rapid, rhythmic narrative pace typical of the Johannine style. The participle ταῦτα εἰπὼν (having said these things) functions as an adverbial modifier of time or cause for the subsequent actions. The phrase χαμαὶ πτύσας (spitting on the ground) uses χαμαί as a locative adverb meaning 'on the ground.' The term πτύσματος is a rare hapax legomenon in the New Testament (derived from πτύω, 'to spit'), referring specifically to the spittle. The use of πηλός (mud) combined with the action of anointing (ἐπιχρίω) is a significant healing ritual in this context, symbolizing a creative act of restoration. The sentence structure features polysyndeton (the repeated use of καί), which emphasizes each distinct action in the sequence of the miracle.",678
679,"Go, wash yourself in the pool of Siloam (which is translated 'Sent').","This sentence contains two distinct imperative constructions: the second aorist imperative active of ὑπάγω (ὑπάγε) and the second aorist imperative middle of νίζω (νίψαι). The middle voice of νίζω here is reflexive, indicating the subject washes themselves. The preposition εἰς with the accusative κολυμβήθραν indicates motion into the location. The relative clause οὗ ἐρμηνεύεται ἀπεσταλμένος provides a gloss for the proper noun Σιλωάμ, explaining its meaning as 'Sent' (from ἀποστέλλω). The participle ἀπεσταλμένος agrees in case, number, and gender with the relative pronoun οὗ (neuter singular). The use of the passive periphrastic construction (or rather, the perfect passive participle in a passive sense) to explain the etymology of a name is a common feature in the Septuagint and New Testament to bridge linguistic gaps for Greek-speaking audiences.",679
680,"So he went away, washed his face, and came back seeing.","The sentence employs a sequence of three aorist indicative verbs (ἀπῆλθεν, ἐνίψατο, ἦλθεν) connected by the conjunction 'και' (and), creating a rhythmic, sequential narrative flow typical of Koine Greek storytelling. The particle 'οὖν' (so/therefore) at the beginning serves as a connective marker, indicating that this action follows logically from a preceding context. The participle 'βλέπων' (seeing), a present active participle in the nominative masculine singular, functions adverbially to modify 'ἦλθεν' (came), describing the state or manner in which he arrived. This structure emphasizes the transformation from a state of not seeing (implied by the need to wash) to one of sight, a common motif in healing narratives where physical restoration is described with precise, immediate actions.",680
681,"So the neighbors and those who had previously seen him, since he was a beggar, were saying.","The sentence features the connective particle οὖν (so/therefore), indicating a logical conclusion or continuation from a preceding context. The subject is a compound noun phrase consisting of γείτονες (neighbors) and a participial phrase ὁ θεωρῶντες αὐτὸν τὸ πρότερον (those who had previously seen him). The article ὁ is omitted before θεωροῦντες but implied by the context and the coordinating conjunction καί, creating a balanced structure where the participle functions as a substantive noun. The phrase τὸ πρότερον (previously/formerly) acts as an adverbial modifier for the participle, emphasizing the temporal shift in the subjects' perception of the individual. The clause introduced by ὅτι (that/since) provides the causal reasoning for their observation or statement, identifying the subject as a προσαιτητής (beggar). The verb ἐλέγον is imperfect indicative active, third person plural, suggesting a continuous or repeated action in the past, typical of narrative sequences describing ongoing reactions. The syntax highlights a contrast between the subjects' past recognition of the man's status and their current astonishment or inquiry, though the specific content of what they said is omitted here, focusing instead on the act of speaking itself.",681
682,Is not this the one who sits and begs?,"The sentence employs a rhetorical question introduced by the negative particle οὐχ (oukh), which anticipates an affirmative answer ('Yes, it is'). The subject οὗτος (houtos, 'this one') is linked to the predicate ὁ καθημένος (ho kēhimenos, 'the one sitting') via the copula ἐστίν (estin). The participle καθημένος (kēhimenos), derived from the verb καθίζω (kathizō) but often used with the intransitive meaning of 'sitting' or 'remaining seated' (here from κάθημαι), functions as a substantive noun. It is coordinated with the present active participle προσαιτῶν (prosaitōn, 'begging') by the conjunction καί (kai, 'and'), creating a vivid, simultaneous image of the subject's state. This juxtaposition of 'sitting' (a state of rest or permanence) and 'begging' (an act of dependency) highlights the specific identity of the figure being discussed, likely alluding to a beggar known to the immediate context. The syntax relies on the attributive article ὁ to nominalize the participle, a common feature in Koine Greek to denote a specific class of person or role.",682
683,Others were saying that this is he.,"The sentence utilizes the imperfect tense (ἔλεγον) to describe ongoing or repeated speech in a narrative context, typical of the Gospel's reporting of crowd reactions. The demonstrative pronoun οὗτος ('this one') functions as the subject of the subordinate clause, pointing emphatically to a specific individual present in the scene. The verb εἰσὶν (is) is in the present tense, indicating that the identification is viewed as a current, factual state by the speakers. The construction lacks a copula in the main clause, a common feature in Koine Greek where the verb 'to be' is often omitted when the meaning is clear, though here the main verb is 'were saying'. The sentence exemplifies indirect discourse, where the content of the speech is reported using the conjunction ὅτι. The phrase 'this is he' often carries messianic or prophetic overtones in the Johannine context, where the crowd struggles to identify the true nature of the figure before them.",683
684,Others were saying.,"The verb εἶπον (here imperfect active indicative, 3rd person plural, ἐλέγον) in this context denotes continuous or repeated speech, often implying that the subject was part of a larger, ongoing discourse or argument. The subject αἱ (or omitted) ἄλλοι refers to 'others' distinct from a previously mentioned group, suggesting a contrast or a shift in perspective within the narrative. This construction is common in dialogue or narrative to indicate the presence of multiple voices or opinions, highlighting the complexity of the situation being discussed.",684
685,Is it not? But it is similar to him.,"The sentence begins with the interrogative particle οὐχί (oukhí), which functions as a negative question expecting an affirmative answer (‘is it not so?’). This is immediately followed by αλλα (alla), a strong adversative conjunction meaning ‘but’ or ‘on the contrary’, which serves to correct or clarify the preceding assumption. The predicate adjective ὅμοιος (hómoios, ‘similar’) is linked to the subject via the copula ἐστίν (estín, ‘is’). The pronoun αὐτῷ (autō, ‘to him’) is in the dative case, which here functions as a dative of comparison or reference following the adjective ὅμοιος. The structure relies on the elision of the subject in the second clause, relying on context to supply the antecedent. Stylistically, the juxtaposition of the rhetorical question and the immediate correction creates a concise, emphatic rhythm typical of dialogue in Koine Greek.",685
686,He was saying that I am.,"This sentence features the imperfect tense of the verb 'to say' (ἔλεγεν), indicating a continuous or repeated action in the past, rather than a single completed utterance. The verb 'to be' (εἰμί) in the subordinate clause is in the present indicative (εἰμί), which preserves the timeless or ongoing nature of the statement being reported. The sentence exhibits a direct speech construction introduced by the subordinating conjunction 'that' (ὅτι), where the subject of the main clause ('he') is distinct from the subject of the reported speech ('I'). The pronoun 'he' (ἐκεῖνος) is demonstrative, often used in this context to point to a specific individual previously mentioned or implied in the discourse, adding emphasis or distinction. The use of the first-person pronoun 'I' (ἐγώ) with an explicit verb form (εἰμί) can serve for emphasis, though it is grammatically optional in Greek, suggesting a deliberate assertion of identity by the speaker.",686
687,"Therefore, they were saying to him.","The verb ἔλεγον is in the imperfect indicative active, third person plural, indicating a continuous or habitual past action ('they were saying' or 'they kept saying'). The particle οὖν serves as a connective, often translating as 'therefore,' 'so,' or 'then,' linking this statement to the preceding context. The pronoun αὐτῷ is in the dative case, functioning as an indirect object ('to him'). The sentence structure is straightforward, utilizing a standard verb-subject-object order common in Koine Greek narrative. The use of the imperfect tense here suggests a background action or a repeated occurrence within the dialogue of the Gospel.",687
688,How then were your eyes opened?,"This interrogative sentence employs the adverbial particle οὖν (oun), which functions as a connective indicating logical consequence or transition ('then,' 'so,' 'accordingly'), often used in New Greek to link a question to a preceding context. The verb ἠνεώχθησαν is aorist passive indicative of ἀνοίγνυμι (to open), a form frequently used in the Septuagint and New Testament to describe the miraculous opening of eyes (cf. John 9:6-7, Acts 16:15). The word order places the interrogative πῶς (how) at the beginning for emphasis, followed by the connective particle and the passive verb, creating a natural flow of inquiry regarding the manner of the event. The possessive pronoun σου (your) modifies οἱ ὀφθαλμοί (the eyes), with the article οἱ preceding the noun for specificity. The construction reflects a typical Koine Greek question structure, where the interrogative adverb introduces the query, and the passive voice emphasizes the action's occurrence rather than the agent. No literary devices like chiasmus or asyndeton are present; the sentence relies on standard syntactic clarity for its rhetorical effect.",688
689,That one answered.,"The verb ἀποκρίνομαι (apokrinomai) is a standard deponent verb in Koine Greek used for 'to answer' or 'to reply,' often implying a formal or considered response rather than a simple utterance. The syntax features a clear subject-verb order with the demonstrative pronoun ἐκεῖνος (ekeinos) functioning as the subject. In narrative contexts, particularly in the Gospel of John, this construction frequently introduces a dialogue where a specific interlocutor responds to a preceding statement, often marking a shift in the argument or a significant revelation. The use of the imperfect or aorist middle (here aorist) sets the scene for a pivotal exchange.",689
690,"The man named Jesus made mud and smeared it on my eyes, and said to me, 'Go to the pool of Siloam and wash.'","This sentence features a sequence of three main verbs in the aorist indicative active (ἐποίησεν, ἐπέχρισε, εἶπεν) linked by the coordinating conjunction καί, creating a rhythmic narrative flow typical of the Johannine style. The participle λεγόμενος (named/called) functions as a passive periphrastic attribute to ἄνθρωπος, identifying the subject. The syntax shifts from direct action to reported speech introduced by the conjunction ὅτι. Within the reported speech, the verb ὑπάγε is a present imperative, while νίψαι is an aorist imperative; this mixture suggests a continuous action of going followed by the punctual action of washing. The name Σιλωάμ (Siloam) is a transliteration of the Hebrew Shiloach, meaning 'sent,' which carries significant theological symbolism in the context of the Gospel of John regarding Jesus as the one 'sent' by the Father.",690
691,"So, having departed and having washed, I looked up.","The sentence features two aorist active participles (ἀπελθών, νιψάμενος) in the masculine singular nominative, functioning as adverbial modifiers of the main verb ἀνεβλέψα. These participles indicate actions completed prior to the main verb, a common structure in Koine Greek to denote sequential actions. The particle οὖν serves as a connective, marking the logical consequence or continuation of the preceding narrative. The verb ἀναβλέπω literally means 'to look up' or 'to see again,' often carrying connotations of restoration or gaining sight, which is significant in the context of healing narratives found in the Gospel of John.",691
692,They said to him.,"The verb εἶπαν is the aorist indicative active, third person plural of λέγω (to say). In Koine Greek, particularly in the Johannine narrative, this form frequently appears as a narrative marker to introduce dialogue or report speech. The dative pronoun αὐτῷ functions as an indirect object (dative of reference), indicating the recipient of the speech. The construction is concise and relies on the context to identify the specific speakers and the content of their statement, which follows in subsequent verses. This brevity is characteristic of the Gospel of John's narrative style, where the focus often shifts rapidly between the dialogue and the theological implications rather than the surrounding action.",692
693,Where is he?,"The sentence features the interrogative adverb πού (where) functioning as the predicate nominative (PNOM) of the verb εστιν (is). The demonstrative pronoun ἐκεῖνος (he/that one) serves as the subject (SBJ) of the clause. The word order places the interrogative at the beginning for emphasis, a common structure in Koine Greek questions. The phrase is a classic example of a simple equational sentence structure (Subject + Verb + Predicate Nominative) used to inquire about location or identity. In a narrative context, this question often implies a search for a person who has just departed or is missing, carrying a tone of urgency or confusion.",693
694,He says.,"The verb λέγει is in the third person singular, present indicative active, which can refer to a male or female subject depending on context, though traditionally rendered as 'he' in English when the antecedent is unspecified. In the context of John's Gospel, this form often introduces direct speech, serving as a narrative bridge between actions and dialogue. The present tense here may function as a historical present, vividly bringing the reader into the moment of the utterance. The sentence is syntactically minimal, consisting solely of the verb and punctuation, which emphasizes the act of speaking itself.",694
695,I do not know.,"The verb οἶδα (perfect tense) functions here with a present meaning, a common feature in Ancient Greek known as a 'perfect with present force.' The negation οὐκ is used before the vowel-initial οἶδα. The sentence is a simple, direct statement of ignorance, often found in dialogues where a speaker is responding to a question or a claim they cannot verify. The lack of a subject pronoun (ἐγώ) is typical, as the verb ending -α already indicates the first person singular.",695
696,"They are leading him to the Pharisees, the one who was once blind.","The verb ἄγουσιν is in the present indicative active, third person plural, conveying a continuous action ('are leading' or 'lead') rather than a simple aorist event. The phrase τόν ποτε τυφλόν functions as an appositive (APOS) modifying αὐτὸν ('him'), providing a defining characteristic of the individual. The adverb ποτε ('once' or 'formerly') is crucial here, creating a sharp contrast between the subject's current status as a man being led by authority figures and his previous state of physical disability. This structure emphasizes the miraculous nature of the event by juxtaposing the present action with the past condition. The mention of the Pharisees (Φαρισαίους) invokes a specific socio-religious context where this individual is being brought for scrutiny or judgment regarding the nature of his healing.",696
697,Now it was the Sabbath. In that day Jesus made mud and opened his eyes.,"The sentence opens with the enclitic particle δε, which functions here as a connective adverb ('now' or 'but'), linking this narrative event to the preceding context. The verb ἐν (in) governs the dative phrase ᾗ ἡμέρα ('in that day'), which acts as a temporal adverbial modifier for the main verbs. The relative pronoun ὅς (here contracted to ᾗ) agrees with ἡμέρα in gender, number, and case. The text employs asyndeton (the omission of conjunctions between clauses) in the second half, though the provided tokenization includes και ('and') connecting the two aorist active indicative verbs ἐποίησεν ('he made') and ἀνέῳξεν ('he opened'). The use of the definite article τὸν before πηλὸν ('mud') and τοὺς before ὀφθαλμούς ('eyes') indicates specific, known entities within the narrative context. The phrase 'opened his eyes' utilizes a partitive genitive construction (or close attributive relationship) where αὐτοῦ modifies ὀφθαλμούς, emphasizing the restoration of vision for the specific individual.",697
698,"Again, therefore, they asked him, and the Pharisees, how he had received his sight.","The sentence employs a slight syntactic redundancy by repeating the subject: the verb ηρωτων (they asked) is followed by the explicit subject οι Φαρισαιοι (the Pharisees). This construction, where the subject is reintroduced after an initial verb form that implies it, serves to emphasize the specific agents involved in the inquiry, distinguishing them from the previous interrogators (likely John the Baptist or the man's parents, depending on the immediate context). The adverb παλιν (again) signals a reiteration of questioning. The conjunction ουυν (therefore) indicates a logical connection to the preceding events. The verb ανεβλεψεν (he had received his sight) is in the aorist indicative active, referring to the miraculous healing event. The use of the definite article οι with Φαρισαιοι specifies 'the' Pharisees as a known group within the narrative community. The sentence structure is straightforward, utilizing a main clause followed by an indirect question introduced by πως (how).",698
699,But he said to them.,"The particle δέ (de) functions as a connective, often translated as 'but' or 'and,' signaling a continuation or slight shift in the narrative flow, typical of Koine Greek historiography. The verb εἶπεν (eîpen) is the aorist indicative active of λέγω (legō), meaning 'to say' or 'to speak.' In the New Testament, the aorist tense frequently denotes a simple, completed action in the narrative past. The pronoun αὐτοῖς (autoîs) is the dative plural of αὐτός (autós), serving here as an indirect object ('to them') indicating the recipients of the speech. The construction lacks an explicit subject for the verb, as the article ὁ (ho) combined with the verb implies a specific masculine singular subject previously mentioned in the discourse (anaphoric reference). The sentence exemplifies the concise, paratactic style common in the Johannine Gospel, where short clauses are linked by particles rather than subordination.",699
700,"He put mud on my eyes, and I washed, and I see.","The sentence utilizes a sequence of three main verbs connected by the coordinating conjunction 'kai' (and), creating a rhythmic narrative progression from the passive reception of the action to the active response and the final result. The verb 'epithethen' (put on) is aorist indicative active, denoting a completed action performed by the subject (Jesus) upon the object (mud). The preposition 'epi' with the accusative case ('touphthalmous') indicates motion or position upon, here specifying the location where the mud was applied. The verb 'enipsamen' is aorist indicative middle (deponent), meaning 'I washed myself' or 'I washed,' a common form for washing the body. The final verb 'blepō' is present indicative active, marking a change of state: the speaker moves from a condition of blindness to the present reality of sight. This structure emphasizes the immediacy and certainty of the miracle. The syntax is simple and direct, characteristic of the narrative style in the Johannine Gospel, focusing on the physical facts of the healing without elaborate description.",700
701,"Therefore, some from among the Pharisees were saying.","The sentence employs the iterative imperfect tense (ἔλεγον), indicating continuous or repeated action in the past, a common feature in narrative Greek to depict ongoing speech or dialogue. The particle οὖν (oun) functions as a connective, signaling a logical conclusion or transition from previous context, often translated as 'therefore' or 'accordingly.' The phrase ἐκ τῶν Φαρισαίων uses the preposition ἐκ with the genitive to denote origin or membership ('from among the Pharisees'), emphasizing that these individuals belong to the specific group while acting independently. The indefinite pronoun τινές (some) is used substantively to refer to an unspecified subset of the group, a stylistic choice that adds a sense of vagueness or generalization. The sentence ends abruptly with a period, suggesting it is part of a larger dialogue or narrative where the subject of the speech is introduced in the following clause.",701
702,"This man is not from God, because he does not keep the Sabbath.","The sentence employs a causal structure introduced by the conjunction οὖτι ('because'), linking the negation of divine origin to the specific failure of Sabbath observance. The negation οὐκ precedes the copula εἰστί to deny the predicate nominative phrase. The demonstrative pronoun οὗτος ('this') functions as an attributive modifier to ἄνθρωπος ('man'), emphasizing the specific individual under discussion. The verb τηρεῖ ('he keeps/observes') takes the neuter accusative noun τὸ σάββατον ('the Sabbath') as its direct object; the article τὸ is used here as part of the nominalized concept of the day, a common construction in Koine Greek. The syntax reflects a direct causal argument: the man's human or non-divine status is evidenced by his violation of a specific religious law. No complex literary devices such as chiasmus or anaphora are present; the style is straightforward and declarative, typical of apologetic or argumentative discourse in the New Testament.",702
703,Others were saying.,"The subject ἄλλοι (others) is a substantive neuter plural adjective used with an implied noun (e.g., 'men' or 'people'), a common construction in Koine Greek to denote a group distinct from a previously mentioned set. The verb ἔλεγον is in the imperfect indicative active third person plural, indicating continuous or repeated action in the past ('were saying' or 'kept saying'), which contrasts with the aorist tense often used for punctual events. This sentence fragment typically functions as a narrative pivot in the Gospel of John, introducing a new speaker or a shift in the crowd's reaction during a public debate or miracle, often preceding a direct quote or a counter-argument.",703
704,How can a sinful man perform such signs?,"The sentence employs the present indicative middle/passive form of δύναμαι (dynatai) followed by a present infinitive (poiein), a construction indicating general or ongoing ability. The adjective hamartolos (sinful) modifies anthrōpos (man) as an attributive adjective. The demonstrative pronoun toiauta (such) agrees in case, number, and gender with the neuter plural object sēmeia (signs/miracles). The rhetorical question format suggests a tone of wonder or skepticism regarding the source of the miracles being discussed. The syntax is straightforward, with the interrogative adverb pōs (how) governing the entire clause.",704
705,And there was a division among them.,"The sentence utilizes a simple past imperfect indicative form (ἦν), indicating a continuous or habitual state of affairs in the past rather than a single completed event. The noun σχίσμα (schism/division) is a neuter singular subject that appears immediately after the conjunction, creating a direct statement of fact. The preposition ἐν (in/among) governs the dative plural αὐτοῖς (them), specifying the group in which the division existed. The conjunction καί (and) connects this statement to the preceding context, likely marking a consequence or a simultaneous occurrence of the preceding events. The syntax is straightforward, with the copula verb linking the subject to the prepositional phrase that defines the scope of the division.",705
706,So they say to the blind man again.,"The sentence begins with the connective particle οὖν, which indicates a logical consequence or continuation of a previous discourse, often translated as 'therefore,' 'so,' or 'then.' The verb λέγουσιν is in the third person plural, implying a group of speakers (in the narrative context, the Pharisees), while the dative singular τῷ τυφλῷ functions as an indirect object, literally 'to the blind one.' The adjective τυφλός here is used substantively, referring to the man who was previously healed. The adverb πάλιν ('again') is positioned at the end of the clause, emphasizing the repetition of the interrogation or questioning, suggesting a renewed or persistent line of inquiry despite previous answers. This syntactic structure reflects the iterative nature of the dialogue in the narrative.",706
707,"What do you say about him, that he opened your eyes?","The sentence employs the interrogative pronoun τι (ti) in the accusative case as the direct object of the verb λεγεις (legēs, 'you say'), forming a direct question. The preposition περι (peri) governs the genitive pronoun αυτου (autou), creating the phrase περι αυτου ('about him'). The clause introduced by οτι (hoti, 'that') functions as an indirect question or a content clause explaining the substance of the speech. The verb ηνοιξεν (ēnoixen, 'he opened') is in the aorist indicative active, third person singular, indicating a completed action. The possessive pronoun σου (sou, 'your') modifies the accusative plural noun οφθαλμους (ophthalmous, 'eyes'), which is the direct object of the verb. The syntax reflects a direct address to an individual, likely in a context of inquiry regarding the source or nature of a miraculous event. The use of the aorist tense for the action of opening eyes may allude to a specific, singular event, possibly with theological or cultural implications regarding spiritual or physical sight.",707
708,But he said that he was a prophet.,"The particle δέ (dé) is a postpositive conjunction that introduces a contrast or transition, often translated as 'but' or 'however,' and is positioned as the second word in the clause. The verb εἶπεν (eîpen) is an aorist indicative active form of λέγω (legō), meaning 'to say' or 'to speak.' The clause introduced by ὅτι (hóti) functions as an indirect statement, where the verb ἐστίν (estín) appears in the present indicative active, reflecting the timeless nature of the assertion within the reported speech. The noun προφήτης (prophḗtēs) is in the nominative case, serving as the predicate nominative to the subject of the subordinate clause. The sentence structure is straightforward, with no complex literary devices such as chiasmus or anaphora present. However, the use of the aorist tense for the main verb and the present tense for the subordinate verb is typical of Ancient Greek indirect speech, where the tense of the main verb often determines the aspect of the reported action rather than its temporal relationship to the present.",708
709,"The Jews did not therefore believe concerning him, that he was blind and had seen, until they had summoned the parents of the one who had seen, and they asked them, saying.","The sentence employs a temporal clause introduced by 'ἕως οὗ' (until) to mark the limit of the Jews' disbelief, delaying the narrative action of summoning the parents until the main verb's condition is met. The phrase 'ὅτι ἦν τυφλός καὶ ἀνέβλεψεν' functions as the content of their doubt, juxtaposing the past state ('was blind') with the completed action ('had seen'). The participle 'ἀναβλέψαντος' (having seen) is in the genitive, modifying 'γονέων' (parents) via the article 'τοῦ', creating a relative construction that identifies the parents specifically as those of the restored man. The use of the present participle 'λέγοντες' (saying) with the aorist 'ἠρώτησαν' (they asked) indicates the manner or content of the inquiry, a common feature in narrative Greek to introduce direct speech. The adverb 'οὖν' (therefore) connects this event to previous actions, implying a logical consequence of the man's healing. The syntax reflects a narrative style typical of the Fourth Gospel, where the dialogue and actions serve to highlight the tension between physical sight and spiritual perception.",709
710,"This is your son, whom you say was born blind?","The sentence employs a direct rhetorical question challenging the identity and history of the subject. The relative clause 'whom you say' (ὃν ὑμεῖς λέγετε) introduces a reported speech structure using the conjunction ὅτι ('that') to embed the content of the accusation. The adjective τυφλός ('blind') functions as a predicate adjective with the aorist passive verb ἐγεννήθη ('was born'), a common construction in Koine Greek to denote a state of being at the time of birth. The use of the second-person plural pronoun ὑμῶν and ὑμεῖς indicates a collective address to a group, likely the parents or the community, highlighting a public dispute. The sentence structure juxtaposes the speaker's assertion of identity with the community's prior claim, creating a dramatic tension typical of dialectical discourse in the New Testament.",710
711,"How, then, can he see now?","The adverb πῶς (how) introduces an interrogative clause expressing astonishment or logical difficulty. The particle οὖν (then/therefore) functions as a connective adverb here, drawing a conclusion from a preceding context (likely the discussion of spiritual rebirth in John 3) and emphasizing the perplexity of the situation. The verb βλέπει (he sees) is in the present indicative, active voice, third person singular, referring to physical or spiritual sight. The adverb ἄρτι (now) highlights the immediacy or the current moment of the action, contrasting with a previous state. The rhetorical question implies an impossibility or a profound mystery, characteristic of the Johannine style where physical limitations are used to illustrate spiritual truths.",711
712,Then his parents answered and said.,"The adverb οὖν (oun) functions as a connective particle, linking this sentence to the preceding context and indicating a logical consequence or continuation of the narrative flow. The verb ἀπεκρίθησαν is aorist passive indicative, which, while morphologically passive, often carries an active sense in Koine Greek, particularly in the Septuagint and New Testament, meaning 'they replied' or 'they answered.' The subject οἱ γονεῖς (the parents) is followed by the genitive pronoun αὐτοῦ (his), referring to the son who is the focus of the inquiry in the surrounding narrative. The sentence employs a hendiadys-like structure where two verbs of speaking (ἀποκρίνομαι and λέγω) are joined by the conjunction καί to emphasize the completion of the act of answering. The use of the aorist tense in both verbs (ἀπεκρίθησαν and εἶπαν) indicates a punctiliar action, marking a specific, completed response within the story.",712
713,We know that this man is our son and that he was born blind.,"The sentence employs a double subordinate clause introduced by οὗτος (this one) and τυφλός (blind), connected by the coordinating conjunction καί. The verb οἶδαμεν (we know) takes two object clauses (οὗτος ἐστίν and τυφλός ἐγέννηθη) which are parallel in structure, emphasizing the certainty of the speakers regarding both the identity and the condition of the subject. The phrase 'our son' (ἡμῶν υἱός) is significant as it implies a familial relationship that is being contested or affirmed in the context of the narrative, where the social status of the blind man is a central theme. The use of the aorist passive ἐγεννήθη (he was born) highlights the inherent nature of his blindness from birth, contrasting with the present tense ἐστίν (he is), which asserts his current identity.",713
714,"How then does he see now? We do not know, or who opened his eyes? We do not know.","The sentence employs a rhetorical question structure followed by a disjunctive clause introduced by the particle ἢ (or), creating a parallelism between two questions to which the speakers offer the same answer. The use of the enclitic particle νῦν (now) alongside πῶς (how) emphasizes the immediate and inexplicable nature of the phenomenon being discussed. The verb ἤνοιξεν (opened) is in the aorist tense, indicating a completed action, while βλέπει (sees) is in the present tense, highlighting the ongoing state resulting from that action. The repetition of οὐκ οἴδαμεν (we do not know) at the beginning and end of the clause creates a framing effect, underscoring the speakers' ignorance and perhaps their bewilderment. The phrase τοὺς ὀφθαλμοὺς αὐτοῦ (his eyes) uses the genitive αὐτοῦ as a possessive adjective referring to the subject of the main clause, a common construction in Koine Greek to avoid ambiguity. The syntactic structure suggests a spoken dialogue where the speakers are grappling with a miraculous event, using repetition and parallelism to convey their astonishment and lack of understanding.",714
715,"Ask him, how old he is; he will speak about himself.","The sentence employs a direct imperative ('Ask him') followed by two coordinating clauses. The first clause, 'how old he is', functions as an indirect question dependent on the imperative, a common construction in Koine Greek where the interrogative adverb (here implied by the context of age) introduces the content of the inquiry. The second clause shifts to the future indicative ('he will speak'), indicating the subject's future action. The reflexive pronoun 'about himself' (περί εαυτού) is used rather than the simple pronoun, emphasizing the personal nature of the testimony. Stylistically, the sentence uses asyndeton (the omission of conjunctions between clauses) to create a rapid, punchy rhythm, typical of the direct speech found in the Gospels. The use of the aorist imperative followed by the future indicative creates a sequence of command and expected result.",715
716,"His parents said these things, because they feared the Jews.","The sentence features a main clause with a neuter plural accusative object (ταῦτα, 'these things') referring to previous statements, likely regarding the healing of their son. The subject of the main verb (εἶπον, 'they said') is the noun phrase οἱ γονεῖς αὐτοῦ ('his parents'), which is displaced after the verb. The sentence is linked to a subordinate clause introduced by the conjunction ὅτι ('because'), which explains the motivation for the parents' speech. The verb in the subordinate clause, ἐφοβοῦντο, is in the imperfect tense and middle/passive voice; in this context, it functions as a middle voice verb meaning 'to fear' or 'to be afraid,' indicating a state of anxiety rather than an action performed upon the object. The object of this fear is τοὺς Ἰουδαίους ('the Jews'), referring to the religious authorities who had previously decreed that confessing Jesus as the Messiah would lead to expulsion from the synagogue. The syntax highlights the causal relationship between the social pressure exerted by the community and the parents' evasive testimony.",716
717,"For the Jews had already conspired that if anyone should confess him to be Christ, he would be expelled from the synagogue.","The sentence employs a purpose clause introduced by 'ἵνα' (that) with the subjunctive mood ('ὁμολογήσῃ', 'γένηται') to express the intended result of the Jewish leaders' conspiracy. The verb 'συντίθημι' (to conspire, plot together) in the imperfect tense ('συνετίθεοντο') indicates a continuous or repeated past action, suggesting a premeditated and ongoing effort. The phrase 'αποσυνάγωγος γενήσεται' (would become expelled from the synagogue) refers to the specific religious and social penalty of excommunication, a severe consequence in first-century Jewish society that involved exclusion from communal worship and social life. The conditional structure 'εἰάν' (if ever) combined with the subjunctive 'ὁμολογήσῃ' (should confess) creates a hypothetical scenario emphasizing the strictness of the prohibition against acknowledging Jesus as the Messiah.",717
